,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
James_Tedesco_Roosters,432,15,217,1,Fullback,80.0,4,1,0,0,0,,0,62,20,208,26,35,1,0,0,0,7,2,18,3.49,4,42,0,1,3,7,28,0.35,0.5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,1
Daniel_Tupou_Roosters,431,15,217,2,Winger,80.0,4,1,0,0,0,,0,41,19,189,21,40,0,0,0,0,4,1,15,3.06,2,4,0,1,0,3,20,0.16,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,80.0,,2
Latrell_Mitchell_Roosters,486,15,217,3,Centre,80.0,8,0,3,7,1,0.5,0,37,11,94,0,22,0,0,1,0,4,0,7,3.57,1,4,0,0,1,8,19,0.73,0.909,10,1,0,0,0,2,64,0,1,0,0,0,1,2,2,0,2,0,0,0,80.0,,3
Joseph_Manu_Roosters,433,15,217,4,Centre,80.0,4,1,0,0,0,,0,66,12,105,0,31,0,1,1,0,6,0,8,4.37,0,0,0,2,0,5,17,0.42,0.92,23,2,0,1,0,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0,,3
Matt_Ikuvalu_Roosters,436,15,217,5,Winger,80.0,4,1,0,0,0,,0,61,21,221,66,63,1,0,0,0,9,2,21,3.91,1,8,0,0,0,1,23,0.05,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,2
Luke_Keary_Roosters,435,15,217,6,Five-Eighth,80.0,0,0,0,0,0,,0,49,16,84,0,16,0,0,1,0,1,0,2,4.88,2,9,0,4,4,38,60,2.38,0.813,13,2,1,0,0,13,364,1,6,2,0,1,1,2,2,0,0,0,0,0,80.0,,4
Cooper_Cronk_Roosters,430,15,217,7,Halfback,52.0,0,0,0,0,0,,0,40,9,47,0,0,0,2,3,0,1,0,1,5.32,0,0,0,0,0,37,43,4.11,1.0,7,0,0,0,0,6,179,0,2,2,0,0,0,0,0,0,1,0,0,0,51.44,,5
Zane_Tetevano_Roosters,424,15,217,15,Prop,50.0,0,0,0,0,0,,0,41,15,171,86,34,0,0,0,0,2,9,15,3.8,0,0,0,0,0,4,21,0.27,1.0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,28.03,22.37,6
Victor_Radley_Roosters,423,15,217,9,Hooker,80.0,0,0,0,0,0,,0,39,5,30,0,8,0,0,0,0,0,1,3,3.39,3,24,0,0,1,125,130,25,0.927,38,1,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,7
Siosiua_Taukeiaho_Roosters,421,15,217,10,Prop,51.0,0,0,0,0,0,,0,58,18,209,0,72,0,0,0,0,5,18,14,3.87,0,0,0,2,1,1,20,0.06,0.957,22,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27.58,23.11,6
