,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Darius_Boyd_Broncos,22,1,209,1,Fullback,80.0,0,0,0,0,0,,0,26,20,167,73,17,0,0,0,0,1,0,13,3.29,2,11,0,1,0,25,40,1.25,0.667,4,2,0,0,4,1,23,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0,,1
Corey_Oates_Broncos,20,1,209,2,Winger,80.0,4,1,0,0,0,,0,38,14,167,47,30,0,0,0,0,8,0,14,2.89,0,0,0,0,0,0,19,0,0.5,4,4,0,0,2,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,80.0,,2
James_Roberts_Broncos,27,1,209,3,Centre,80.0,4,1,0,0,0,,0,51,8,157,94,9,0,0,0,0,2,0,8,3.84,0,0,0,0,0,7,13,0.88,0.913,21,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Jack_Bird_Broncos,25,1,209,4,Centre,80.0,4,1,0,0,0,,0,37,12,110,0,23,0,0,0,0,3,0,10,3.11,3,44,0,0,0,6,16,0.5,0.679,19,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Jamayne_Isaako_Broncos,26,1,209,5,Winger,80.0,8,0,4,4,0,1.0,0,36,13,125,30,30,0,0,0,0,4,0,12,3.48,0,0,0,0,0,2,19,0.15,0.875,7,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,80.0,,2
Anthony_Milford_Broncos,19,1,209,6,Five-Eighth,80.0,0,0,0,0,0,,0,57,15,101,4,8,0,0,1,0,6,0,4,2.92,0,0,0,2,1,23,43,1.53,0.667,10,5,0,0,1,13,393,1,4,5,0,0,0,1,0,0,0,0,0,0,80.0,,4
Kodi_Nikorima_Broncos,498,1,209,7,Halfback,80.0,0,0,0,0,0,,0,38,11,98,0,4,1,0,0,0,2,0,5,3.35,2,16,0,2,1,21,33,1.91,0.778,28,6,2,0,1,3,57,0,0,1,0,0,0,2,1,0,0,0,0,0,80.0,,5
Tevita_Pangai Junior_Broncos,500,1,209,8,Prop,70.0,0,0,0,0,0,,0,50,18,172,0,48,0,0,0,0,3,18,13,2.68,0,0,0,3,0,2,20,0.11,0.857,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.52,49.14,6
Andrew_Mccullough_Broncos,3,1,209,9,Hooker,80.0,0,0,0,0,0,,0,46,2,17,0,4,0,0,0,0,0,0,2,2.86,2,17,0,0,1,93,95,46.5,0.959,47,2,0,0,0,2,83,0,1,0,0,0,0,0,0,0,1,0,0,0,80.0,,7
Joe_Ofahengaue_Broncos,9,1,209,10,Prop,49.0,0,0,0,0,0,,0,46,12,122,44,26,0,0,0,0,0,9,10,2.97,0,0,0,2,0,3,15,0.25,0.923,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.18,24.5,6
Alex_Glenn_Broncos,2,1,209,11,2nd Row,80.0,4,1,0,0,0,,0,48,7,56,0,7,0,1,0,0,2,5,4,2.5,1,2,0,0,1,9,16,1.29,0.9,36,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,80.0,,8
David_Fifita_Broncos,4,1,209,12,2nd Row,63.0,0,0,0,0,0,,0,49,11,101,0,31,0,0,0,0,3,10,11,3.15,1,6,0,0,1,3,15,0.27,0.914,32,1,2,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,62.45,,8
Matt_Gillett_Broncos,10,1,209,13,Lock,63.0,0,0,0,0,0,,0,29,7,58,0,13,0,0,0,0,0,7,7,3.05,0,0,0,0,0,3,12,0.43,0.865,32,2,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,30.46,31.33,9
Kotoni_Staggs_Broncos,28,1,209,14,Interchange,7.0,0,0,0,0,0,,0,9,2,28,0,12,0,0,0,0,1,2,1,2.12,0,0,0,1,0,0,2,0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,,10
Jaydn_Su'a_Broncos,1624,1,209,15,Interchange,34.0,0,0,0,0,0,,0,25,7,70,16,17,0,0,0,0,0,6,7,3.22,0,0,0,0,0,1,8,0.14,0.88,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.17,,10
Thomas_Flegler_Broncos,18,1,209,16,Interchange,24.0,0,0,0,0,0,,0,15,8,76,33,16,0,0,0,0,0,6,7,3.42,0,0,0,0,0,0,9,0,0.923,12,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,24.08,,10
Shaun_Fensom_Broncos,16,1,209,17,Interchange,10.0,0,0,0,0,0,,0,14,2,17,0,3,0,0,0,0,0,2,2,3.0,0,0,0,0,0,0,2,0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43,,10
Gareth_Widdop_Dragons,379,14,209,1,Fullback,74.0,8,0,3,4,1,0.8,0,25,8,40,27,2,0,0,0,0,2,0,5,4.0,0,0,0,0,1,26,38,3.25,0.706,12,5,0,0,3,6,129,0,0,2,0,1,0,1,1,0,1,0,0,0,74.08,,1
Jordan_Pereira_Dragons,383,14,209,2,Winger,80.0,4,1,0,0,0,,0,46,17,174,25,21,1,0,0,0,5,2,16,3.16,0,0,0,0,0,0,17,0,0.833,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,,2
Euan_Aitken_Dragons,378,14,209,3,Centre,80.0,0,0,0,0,0,,0,48,10,142,0,14,2,0,0,0,6,0,9,3.44,0,0,0,0,0,2,11,0.2,0.778,14,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,3
Timoteo_Lafai_Dragons,388,14,209,4,Centre,80.0,0,0,0,0,0,,0,29,9,81,0,14,0,1,1,0,1,2,6,3.15,1,8,0,1,0,7,14,0.78,0.789,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Mikaele_Ravalawa_Dragons,386,14,209,5,Winger,80.0,4,1,0,0,0,,0,35,15,149,34,22,1,0,0,0,4,0,12,4.11,0,0,0,0,0,1,17,0.07,0.5,2,0,2,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,80.0,,2
Corey_Norman_Dragons,1630,14,209,6,Five-Eighth,80.0,1,0,0,0,0,,1,55,14,109,27,21,0,1,1,0,3,1,13,3.24,2,14,0,0,1,13,34,0.93,0.818,9,0,2,0,2,7,239,1,2,1,0,1,0,0,0,0,0,0,0,0,80.0,,4
Ben_Hunt_Dragons,376,14,209,7,Halfback,80.0,0,0,0,0,0,,0,44,15,108,0,5,1,0,0,0,4,0,3,3.99,3,34,0,1,6,32,44,2.13,0.632,12,6,1,0,1,9,313,0,3,1,0,0,0,0,0,0,0,0,0,0,80.0,,5
James_Graham_Dragons,396,14,209,8,Prop,53.0,0,0,0,0,0,,0,51,12,96,0,28,0,0,0,0,2,12,12,3.36,0,0,0,0,1,1,13,0.08,0.974,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.08,26.45,6
Cameron_Mcinnes_Dragons,391,14,209,9,Hooker,80.0,4,1,0,0,0,,0,87,7,94,0,10,1,1,1,0,3,2,4,2.75,4,78,0,1,1,118,124,16.86,0.918,45,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,7
Paul_Vaughan_Dragons,404,14,209,10,Prop,61.0,0,0,0,0,0,,0,54,19,189,61,39,0,0,0,0,2,15,18,3.78,0,0,0,1,0,2,21,0.11,0.884,38,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.06,32.06,6
Jacob_Host_Dragons,395,14,209,11,2nd Row,80.0,0,0,0,0,0,,0,29,15,131,0,32,0,0,0,0,1,15,11,3.9,0,0,0,1,0,2,16,0.13,0.75,21,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,8
Tariq_Sims_Dragons,406,14,209,12,2nd Row,71.0,0,0,0,0,0,,0,23,12,83,0,18,0,0,0,0,0,12,10,3.34,0,0,0,1,0,0,13,0,0.857,24,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,71.0,,8
Blake_Lawrie_Dragons,390,14,209,13,Lock,42.0,0,0,0,0,0,,0,36,12,96,0,28,0,0,0,0,0,12,12,4.09,0,0,0,0,0,0,12,0,0.964,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.16,19.37,9
Jeremy_Latimore_Dragons,397,14,209,14,Interchange,33.0,0,0,0,0,0,,0,21,7,66,0,19,0,0,0,0,0,7,7,3.32,0,0,0,0,0,1,8,0.14,0.864,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.59,2.09,10
Korbin_Sims_Dragons,400,14,209,16,Interchange,51.0,4,1,0,0,0,,0,60,11,73,0,9,1,0,0,0,6,9,5,3.16,0,0,0,3,0,10,20,0.91,1.0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,51.06,,10
Luciano_Leilua_Dragons,402,14,209,17,Interchange,9.0,0,0,0,0,0,,0,4,4,43,0,12,0,0,0,0,0,4,3,3.15,0,0,0,0,0,1,5,0.25,0.667,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8.49,,10
Zac_Lomax_Dragons,389,14,209,18,Interchange,6.0,0,0,0,0,0,,0,5,2,12,6,3,0,0,0,0,1,0,2,4.48,1,6,0,0,0,1,3,0.5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,,10
Charnze_Nicoll-klokstad_Raiders,39,2,210,1,Fullback,80.0,8,2,0,0,0,,0,71,21,182,52,45,1,0,0,0,9,4,18,4.38,3,5,0,1,0,4,26,0.19,0.75,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,1
Nick_Cotric_Raiders,45,2,210,2,Winger,80.0,0,0,0,0,0,,0,22,16,141,49,35,0,0,0,0,2,3,13,3.4,1,5,0,1,0,1,15,0.06,0.333,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,2
Jarrod_Croker_Raiders,41,2,210,3,Centre,80.0,4,0,2,3,0,0.667,0,31,10,59,5,17,0,0,0,0,5,2,8,3.99,1,3,0,1,0,3,12,0.3,0.8,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Joseph_Leilua_Raiders,43,2,210,4,Centre,80.0,0,0,0,0,0,,0,46,12,119,0,28,1,0,0,0,6,3,7,2.98,1,3,0,3,0,2,12,0.17,0.867,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,80.0,,3
Jordan_Rapana_Raiders,42,2,210,5,Winger,80.0,0,0,0,0,0,,0,42,14,185,99,120,0,0,0,0,5,0,12,3.8,4,30,0,1,0,8,24,0.57,1.0,9,0,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,80.0,,2
Jack_Wighton_Raiders,40,2,210,6,Five-Eighth,80.0,0,0,0,0,0,,0,30,12,99,0,27,0,0,0,0,4,0,10,3.38,4,34,0,0,1,20,40,1.67,0.833,20,3,1,0,0,7,199,0,1,0,0,0,0,5,3,0,2,0,0,0,80.0,,4
Sam_Williams_Raiders,46,2,210,18,Halfback,80.0,5,1,0,0,0,,1,47,3,24,0,0,1,0,0,0,1,0,0,,0,0,0,1,1,27,39,9,0.895,17,2,0,0,0,8,213,1,3,1,0,0,0,1,1,0,0,0,0,0,80.0,,5
Josh_Papalii_Raiders,56,2,210,8,Prop,49.0,0,0,0,0,0,,0,33,13,120,28,41,0,0,0,0,0,11,10,3.36,0,0,0,1,0,0,13,0,0.958,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.34,22.0,6
Josh_Hodgson_Raiders,55,2,210,9,Hooker,80.0,0,0,0,0,0,,0,52,9,54,0,11,0,0,1,0,1,0,3,2.89,7,53,0,1,2,105,117,11.67,0.944,34,2,0,0,0,8,196,0,1,3,0,0,0,0,0,0,1,0,0,0,80.0,,7
Dunamis_Lui_Raiders,565,2,210,10,Prop,18.0,0,0,0,0,0,,0,29,6,51,0,15,0,0,0,0,1,6,6,3.37,0,0,0,0,0,0,6,0,1.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07,,6
John_Bateman_Raiders,53,2,210,11,2nd Row,80.0,0,0,0,0,0,,0,89,16,185,0,45,2,0,0,0,9,15,15,3.16,1,6,0,1,0,2,18,0.13,0.891,41,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,8
Elliott_Whitehead_Raiders,563,2,210,12,2nd Row,80.0,0,0,0,0,0,,0,23,5,44,0,14,0,0,0,0,0,5,4,3.25,0,0,0,0,0,4,11,0.8,0.926,25,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,80.0,,8
Ryan_Sutton_Raiders,60,2,210,13,Lock,49.0,0,0,0,0,0,,0,47,11,134,0,75,0,0,0,0,2,11,10,3.22,0,0,0,0,0,2,13,0.18,0.971,34,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,28.33,19.47,9
Siliva_Havili_Raiders,561,2,210,14,Interchange,27.0,0,0,0,0,0,,0,32,7,69,16,15,0,0,0,0,2,5,4,3.24,0,0,0,1,0,3,9,0.43,1.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.05,,10
Hudson_Young_Raiders,49,2,210,15,Interchange,14.0,0,0,0,0,0,,0,14,2,19,0,3,0,0,0,0,3,2,2,3.54,0,0,0,0,0,0,2,0,0.8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.1,,10
Iosia_Soliola_Raiders,50,2,210,16,Interchange,52.0,0,0,0,0,0,,0,34,14,147,0,42,0,0,0,0,0,14,13,3.95,0,0,0,0,0,1,15,0.07,0.889,24,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.43,4.21,10
Corey_Horsburgh_Raiders,1632,2,210,17,Interchange,31.0,0,0,0,0,0,,0,29,13,115,20,48,0,0,0,0,1,12,11,3.64,0,0,0,0,0,0,13,0,0.85,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,,10
Kurt_Mann_Knights,219,8,210,14,Fullback,80.0,0,0,0,0,0,,0,20,13,93,9,22,1,0,0,0,0,0,10,3.19,0,0,0,0,0,16,28,1.23,0.833,10,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,,1
Edrick_Lee_Knights,214,8,210,2,Winger,80.0,0,0,0,0,0,,0,18,12,105,34,27,0,0,0,0,3,0,9,2.76,0,0,0,0,0,5,21,0.42,0.778,7,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,80.0,,2
Hymel_Hunt_Knights,218,8,210,3,Centre,80.0,0,0,0,0,0,,0,25,15,120,0,38,0,0,0,0,1,0,13,3.46,0,0,0,1,0,6,16,0.4,0.667,12,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Jesse_Ramien_Knights,215,8,210,4,Centre,80.0,4,1,0,0,0,,0,49,10,117,0,20,1,0,0,0,5,0,8,3.59,0,0,0,1,0,3,12,0.3,0.786,11,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,3
Shaun_Kenny-dowall_Knights,212,8,210,5,Winger,80.0,4,1,0,0,0,,0,38,19,141,24,34,0,0,0,0,5,1,15,3.13,1,11,0,1,0,4,23,0.21,0.75,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,2
Kalyn_Ponga_Knights,209,8,210,6,Five-Eighth,80.0,2,0,1,2,0,0.5,0,30,12,78,19,8,0,0,0,0,4,0,5,3.44,1,10,0,1,3,26,38,2.17,0.688,11,4,1,0,1,4,119,0,2,0,0,0,0,1,1,0,0,0,0,0,80.0,,4
Mitchell_Pearce_Knights,210,8,210,7,Halfback,80.0,0,0,0,0,0,,0,25,13,82,0,11,0,2,0,0,1,0,5,3.73,0,0,0,0,1,50,67,3.85,0.625,15,7,2,0,0,12,260,0,4,2,0,1,0,1,1,0,1,0,0,0,80.0,,5
David_Klemmer_Knights,206,8,210,8,Prop,62.0,0,0,0,0,0,,0,55,18,153,0,57,0,0,0,0,2,17,17,3.43,0,0,0,0,0,7,24,0.39,0.909,40,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.56,12.34,6
Danny_Levi_Knights,191,8,210,9,Hooker,59.0,0,0,0,0,0,,0,37,2,20,0,4,0,0,0,0,0,0,1,1.56,2,20,0,0,1,81,77,40.5,0.882,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.17,30.04,7
Mitchell_Barnett_Knights,197,8,210,16,Prop,39.0,0,0,0,0,0,,0,23,8,50,0,14,0,0,0,0,0,7,4,3.49,0,0,0,0,0,2,9,0.25,0.865,32,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,17.19,22.06,6
Sione_Mata'utia_Knights,200,8,210,12,2nd Row,80.0,0,0,0,0,0,,0,34,10,71,0,17,1,0,1,0,0,7,8,3.6,0,0,0,0,0,5,13,0.5,0.76,38,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,8
Lachlan_Fitzgibbon_Knights,196,8,210,11,2nd Row,80.0,0,0,0,0,0,,0,43,12,102,0,35,0,0,0,0,2,12,10,3.62,0,0,0,0,1,2,13,0.17,0.912,31,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,8
Tim_Glasby_Knights,203,8,210,13,Lock,30.0,0,0,0,0,0,,0,21,8,60,10,22,0,0,0,0,0,7,8,3.19,0,0,0,0,0,1,10,0.13,0.95,19,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,25.38,16.19,9
James_Gavet_Knights,205,8,210,10,Interchange,38.0,0,0,0,0,0,,0,37,8,79,23,30,0,0,0,0,0,7,6,3.3,0,0,0,2,1,0,8,0,0.933,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.02,,10
Aidan_Guerra_Knights,188,8,210,15,Interchange,41.0,0,0,0,0,0,,0,25,3,21,0,7,0,0,0,0,0,3,3,3.83,0,0,0,0,0,1,4,0.33,0.868,33,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40.35,,10
Josh_King_Knights,195,8,210,18,Interchange,23.0,0,0,0,0,0,,0,11,4,36,13,12,0,0,0,0,0,3,2,3.4,0,0,0,1,0,0,5,0,0.824,14,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.49,,10
Jamie_Buhrer_Knights,194,8,210,20,Interchange,28.0,0,0,0,0,0,,0,21,2,20,0,4,0,0,0,0,0,0,2,2.64,2,20,0,0,0,26,28,13,1.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.53,,10
Clinton_Gutherson_Eels,280,11,211,1,Fullback,80.0,0,0,0,0,0,,0,38,17,190,49,31,0,2,2,0,1,2,11,3.93,2,31,0,0,0,11,28,0.65,0.5,5,5,0,0,2,4,59,1,1,0,0,0,0,2,2,0,0,0,0,0,80.0,,1
