,index,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two
0,Valentine_Holmes_4,472,4,969,2,Fullback,80:00,0,0,0,0,0,0,0,24,16,144,20,61,0,0,0,0,3,0,0,0,5,47,0,0,1,2,17,0.12,50%,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
1,Sosaia_Feki_4,97,4,969,18,Winger,80:00,0,0,0,0,0,0,0,31,13,164,0,64,1,0,0,0,3,1,0,0,2,13,0,0,0,2,16,0.15,100%,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,0
2,Gerard_Beale_4,2050,4,969,3,Centre,80:00,0,0,0,0,0,0,0,17,10,93,0,44,0,0,0,0,1,0,0,0,0,0,1,0,0,7,13,0.7,77.8%,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
3,Blake_Ayshford_4,2273,4,969,4,Centre,80:00,0,0,0,0,0,0,0,39,13,153,0,67,0,1,0,0,2,0,0,0,1,17,0,0,1,3,19,0.23,93.3%,14,0,1,0,0,1,43,0,0,0,0,0,1,0,0,0,0,0,0,0,80:00,0
4,Michael_Gordon_4,1828,4,969,5,Winger,80:00,6,0,1,1,2,100%,0,44,18,145,27,56,0,0,0,0,6,0,0,0,0,0,0,0,2,8,28,0.44,66.7%,2,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80:00,0
5,Jack_Bird_4,2051,4,969,6,Five-Eighth,80:00,0,0,0,0,0,0,0,36,12,120,0,43,0,0,0,0,3,0,0,0,2,24,0,0,3,26,36,2.17,87.5%,21,3,0,0,0,3,15,0,0,3,0,0,0,0,0,0,0,0,0,0,80:00,0
6,Jeff_Robson_4,1833,4,969,7,Halfback,80:00,0,0,0,0,0,0,0,36,5,26,0,1,0,1,1,0,0,0,0,0,0,0,0,2,4,35,48,7,87%,20,2,1,0,0,9,182,1,3,2,0,3,1,0,0,0,1,0,0,0,80:00,0
7,Andrew_Fifita_4,103,4,969,8,Prop,34:00,0,0,0,0,0,0,0,46,17,133,0,54,0,0,0,0,4,16,0,0,0,0,0,1,0,2,17,0.12,90.5%,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34:00,0
8,Michael_Ennis_4,2155,4,969,9,Hooker,80:00,0,0,0,0,0,0,0,45,11,56,0,2,0,1,0,0,0,1,0,0,9,37,0,0,14,143,147,13,92.5%,37,2,1,0,0,5,109,0,0,2,0,0,0,0,1,0,0,0,0,0,80:00,0
9,Matt_Prior_4,474,4,969,10,Prop,19:00,0,0,0,0,0,0,0,10,5,39,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,77.8%,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:00,0
10,Luke_Lewis_4,582,4,969,11,2nd Row,64:00,4,1,0,0,0,0,0,42,13,99,0,35,1,0,0,0,1,12,0,0,1,3,0,0,0,3,16,0.23,80%,28,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64:00,0
11,Wade_Graham_4,476,4,969,12,2nd Row,80:00,0,0,0,0,0,0,0,63,23,227,0,96,0,0,0,0,5,23,0,0,0,0,0,1,3,5,30,0.22,88.2%,30,4,0,0,1,2,66,0,0,1,0,0,0,0,1,0,1,0,0,0,80:00,0
12,Paul_Gallen_4,477,4,969,13,Lock,73:00,0,0,0,0,0,0,0,62,26,246,23,91,0,0,0,0,1,21,0,0,0,0,0,2,4,6,29,0.23,92.5%,37,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73:00,0
13,Jayson_Bukuya_4,475,4,969,14,Interchange,46:00,0,0,0,0,0,0,0,20,8,72,0,34,0,0,0,0,3,8,0,0,0,0,0,0,0,2,11,0.25,72%,18,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46:00,0
14,Chris_Heighington_4,1836,4,969,15,Interchange,46:00,0,0,0,0,0,0,0,40,13,124,0,44,1,0,0,0,2,12,0,0,0,0,0,1,1,7,19,0.54,87%,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46:00,0
15,David_Fifita_4,2156,4,969,16,Interchange,16:00,0,0,0,0,0,0,0,19,7,76,10,29,0,0,0,0,1,6,0,0,0,0,0,0,0,0,7,0,100%,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16:00,0
16,Sam_Tagataese_4,1906,4,969,17,Interchange,21:00,0,0,0,0,0,0,0,11,3,24,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,0.33,100%,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21:00,0
17,Roger_Tuivasa-sheck_15,1675,15,969,1,Fullback,80:00,0,0,0,0,0,0,0,32,22,222,31,83,0,0,0,0,2,0,0,0,1,11,0,0,0,5,28,0.23,60%,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80:00,0
18,Daniel_Tupou_15,431,15,969,2,Winger,80:00,0,0,0,0,0,0,0,39,13,142,63,63,1,0,0,0,5,0,0,0,1,8,0,1,0,0,17,0,75%,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80:00,0
