,index,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two
0,Justin_Hunt_16,2410,16,750,1,Fullback,80:00,0,0,0,0,0,0,0,14,15,133,79,32,0,0,0,0,1,0,13,4.28s,0,0,0,1,2,2,17,0.13,42.9%,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,80:00,0
1,David_Nofoaluma_16,459,16,750,2,Winger,80:00,0,0,0,0,0,0,0,12,14,104,14,23,0,0,0,0,3,2,12,3.82s,2,7,0,0,0,7,24,0.5,50%,4,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,80:00,0
2,Tim_Simona_16,1971,16,750,3,Centre,69:00,0,0,0,0,0,0,0,14,4,32,0,12,0,0,0,0,1,0,3,3.6s,0,0,0,0,0,4,8,1,80%,16,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,11:26,57:41
3,Kevin_Naiqama_16,522,16,750,4,Centre,80:00,0,0,0,0,0,0,0,33,10,106,0,40,0,0,0,0,2,1,8,3.8s,2,10,0,0,2,3,15,0.3,82.1%,23,3,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,80:00,0
4,Jordan_Rankin_16,2150,16,750,5,Winger,80:00,0,0,0,1,0,0,0,8,9,57,23,16,0,0,0,0,0,0,7,3.35s,0,0,0,0,1,5,15,0.56,88.9%,8,1,0,0,0,1,21,0,0,1,0,0,0,2,1,0,0,0,0,0,80:00,0
5,Mitchell_Moses_16,2064,16,750,6,Five-Eighth,80:00,4,1,0,0,0,0,0,40,5,92,0,1,1,0,0,0,0,0,1,4.48s,1,4,0,0,0,17,27,3.4,76.7%,23,4,3,1,0,6,202,0,0,1,0,0,0,2,0,0,1,0,0,0,80:00,0
6,Luke_Brooks_16,464,16,750,7,Halfback,80:00,0,0,0,0,0,0,0,21,2,16,6,1,0,0,0,0,0,0,1,3.88s,0,0,0,0,3,24,39,12,75%,9,3,0,0,0,13,307,0,0,6,1,1,0,1,1,0,0,0,0,0,80:00,0
7,Ava_Seumanufagai_16,1904,16,750,17,Prop,52:00,0,0,0,0,0,0,0,38,15,145,0,55,0,0,0,0,0,15,15,3.58s,0,0,0,0,1,0,15,0,96.3%,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:14,24:25
8,Robbie_Farah_16,451,16,750,9,Hooker,22:00,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,31,0,100%,10,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,22:19,0
9,Tim_Grant_16,610,16,750,10,Prop,49:00,0,0,0,0,0,0,0,52,11,84,0,27,0,0,0,0,1,11,11,3.51s,0,0,0,0,3,0,11,0,97.7%,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20:35,20:29
