,index,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two
0,Billy_Slater_7,568,7,651,1,Fullback,80:00,4,1,0,0,0,0,0,70,16,172,54,18,3,2,1,0,6,0,7,4.59s,2,53,0,2,2,26,39,1.62,66.7%,4,1,1,0,1,2,37,0,0,0,0,1,0,1,1,0,0,0,0,0,80:00,0
1,Suliasi_Vunivalu_7,185,7,651,2,Winger,80:00,12,3,0,0,0,0,0,107,16,252,111,52,4,0,1,0,14,2,10,3.54s,1,3,0,1,0,8,25,0.5,60%,3,1,1,1,1,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,80:00,0
2,Will_Chambers_7,187,7,651,3,Centre,80:00,0,0,0,0,0,0,0,13,10,66,0,23,0,0,0,0,2,0,8,4.15s,1,6,0,0,0,4,15,0.4,68.2%,15,5,2,0,0,1,10,0,0,0,0,0,0,1,1,0,1,0,0,0,80:00,0
3,Curtis_Scott_7,177,7,651,4,Centre,80:00,0,0,0,0,0,0,0,16,8,70,0,24,0,0,0,0,1,0,8,3.89s,0,0,0,0,0,0,8,0,82.4%,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,0
4,Josh_Addo-carr_7,179,7,651,5,Winger,80:00,12,3,0,0,0,0,0,67,11,193,119,27,3,0,0,0,5,0,8,3.34s,2,13,0,0,0,6,20,0.55,66.7%,4,1,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,80:00,0
5,Cameron_Munster_7,175,7,651,6,Five-Eighth,80:00,6,1,1,2,0,50%,0,73,11,103,0,19,0,3,2,0,5,0,3,5.65s,0,0,0,3,3,22,31,2,89.5%,17,2,0,0,0,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
6,Cooper_Cronk_7,1806,7,651,7,Halfback,74:00,0,0,0,0,0,0,0,47,7,51,0,0,1,2,2,0,3,0,1,3.64s,0,0,0,0,1,33,41,4.71,78.9%,15,3,1,1,0,7,175,0,2,2,0,0,0,1,1,0,0,0,0,0,73:35,0
7,Jesse_Bromwich_7,164,7,651,8,Prop,46:00,0,0,0,0,0,0,0,29,11,98,23,40,0,0,0,0,0,9,10,4.1s,0,0,0,1,0,4,15,0.36,100%,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25:46,20:23
8,Cameron_Smith_7,159,7,651,9,Hooker,58:00,22,1,9,9,0,100%,0,71,11,51,0,4,0,0,0,0,2,1,1,3.24s,6,31,0,0,4,91,95,8.27,95.7%,22,0,1,0,1,6,221,2,0,2,0,0,0,0,0,0,0,0,0,0,58:08,0
9,Jordan_Mclean_7,1994,7,651,10,Prop,48:00,0,0,0,0,0,0,0,33,14,136,18,58,0,0,0,0,1,12,9,3.72s,0,0,0,1,1,2,15,0.14,95%,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22:24,25:31
10,Felise_Kaufusi_7,162,7,651,11,2nd Row,69:00,0,0,0,0,0,0,0,32,10,78,0,23,0,0,0,0,0,9,7,3.7s,0,0,0,0,1,1,10,0.1,93.5%,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69:00,0
11,Tohu_Harris_7,1808,7,651,16,2nd Row,80:00,4,1,0,0,0,0,0,53,16,138,0,57,1,0,0,0,1,16,14,3.7s,0,0,0,0,0,3,19,0.19,96.2%,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
