,index,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two
0,Valentine_Holmes_4,472,4,531,1,Fullback,80:00,0,0,0,0,0,0,0,39,16,200,132,54,0,0,0,0,6,0,13,3.29s,0,0,0,1,0,2,19,0.12,50%,3,2,1,0,0,1,18,1,0,1,0,0,0,0,0,0,0,0,0,0,80:00,0
1,Sosaia_Feki_4,97,4,531,2,Winger,80:00,0,0,0,0,0,0,0,19,11,119,10,47,0,0,0,0,4,0,9,3.47s,2,20,0,0,0,1,11,0.09,40%,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
2,Jack_Bird_4,2051,4,531,3,Centre,80:00,0,0,0,0,0,0,0,8,10,63,1,24,0,0,0,0,1,0,4,3.25s,2,15,0,3,0,6,15,0.6,66.7%,10,5,0,0,1,1,0,0,0,1,0,0,0,2,1,0,2,0,0,0,80:00,0
3,Ricky_Leutele_4,471,4,531,4,Centre,80:00,4,1,0,0,0,0,0,47,8,99,0,38,1,0,0,0,4,0,6,3.07s,1,15,0,0,0,3,13,0.38,87%,20,1,2,0,0,1,18,0,0,1,0,0,0,2,1,0,0,0,0,0,80:00,0
4,Kurt_Capewell_4,478,4,531,5,Winger,80:00,0,0,0,0,0,0,0,15,9,68,4,21,0,0,0,0,1,0,10,3.26s,1,9,0,0,0,1,11,0.11,76.9%,10,2,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,0
5,James_Maloney_4,2052,4,531,6,Five-Eighth,80:00,4,0,1,2,1,66.67%,0,25,12,112,3,10,1,0,0,0,1,0,5,4.18s,0,0,0,0,11,38,49,3.17,72%,18,6,1,0,0,6,140,0,1,2,0,0,1,1,0,0,4,0,0,0,80:00,0
6,Chad_Townsend_4,89,4,531,7,Halfback,80:00,0,0,0,0,0,0,0,44,9,63,0,11,0,0,1,0,1,0,4,2.67s,0,0,0,0,4,40,58,4.44,94.7%,18,1,0,0,0,13,320,1,4,2,0,2,0,1,0,0,0,0,0,0,80:00,0
7,Andrew_Fifita_4,103,4,531,8,Prop,57:00,0,0,0,0,0,0,0,45,18,166,21,58,0,0,0,0,2,15,13,2.83s,0,0,0,2,0,2,19,0.11,90.9%,20,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28:08,28:48
8,Jayden_Brailey_4,473,4,531,9,Hooker,74:00,0,0,0,0,0,0,0,29,1,7,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,106,107,106,86%,37,4,2,0,0,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,73:59,0
9,Matt_Prior_4,474,4,531,10,Prop,50:00,0,0,0,0,0,0,0,30,13,136,9,49,0,0,0,0,1,12,13,3.05s,0,0,0,0,3,2,15,0.15,80%,24,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:43,22:28
10,Jayson_Bukuya_4,475,4,531,14,2nd Row,60:00,4,1,0,0,0,0,0,33,12,106,0,42,0,0,0,0,1,12,9,3.81s,0,0,0,1,1,0,12,0,85.2%,23,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59:46,0
11,Wade_Graham_4,476,4,531,12,2nd Row,80:00,0,0,0,0,0,0,0,38,12,116,0,47,0,0,0,0,0,12,11,3.82s,0,0,0,0,1,6,20,0.5,94.3%,33,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,80:00,0
