,index,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two
0,Greg_Inglis_13,352,13,886,1,Fullback,80:00,0,0,0,0,0,0,0,47,17,162,23,51,0,1,1,0,5,0,0,0,1,6,0,0,3,9,26,0.53,83.3%,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
1,Alex_Johnston_13,346,13,886,2,Winger,80:00,8,2,0,0,0,0,0,45,10,173,16,16,1,0,0,0,2,0,0,0,2,13,0,0,0,3,15,0.3,60%,3,2,0,0,3,1,19,0,0,1,0,0,0,0,0,0,0,0,0,0,80:00,0
2,Dylan_Walker_13,1988,13,886,3,Centre,80:00,4,1,0,0,0,0,0,37,13,127,0,41,1,0,0,0,2,0,0,0,2,20,0,0,0,3,17,0.23,90%,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80:00,0
3,Bryson_Goodwin_13,1901,13,886,4,Centre,80:00,0,0,0,0,0,0,0,26,11,110,0,38,0,0,0,0,1,0,0,0,2,17,0,1,0,5,13,0.45,85.7%,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
4,Joel_Reddy_13,2197,13,886,5,Winger,80:00,4,1,0,0,0,0,0,42,13,104,44,33,0,0,0,0,5,0,0,0,0,0,0,2,0,4,14,0.31,66.7%,2,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80:00,0
5,Luke_Keary_13,1999,13,886,6,Five-Eighth,80:00,0,0,0,0,0,0,0,45,8,60,0,2,1,1,2,0,1,0,0,0,0,0,0,0,8,40,43,5,100%,19,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
6,Adam_Reynolds_13,345,13,886,7,Halfback,72:00,10,0,5,6,0,83.33%,0,61,8,72,0,22,1,0,1,0,2,0,0,0,1,9,0,1,2,18,35,2.25,80%,16,3,1,0,0,11,279,0,2,1,1,2,1,0,0,0,0,0,0,0,72:00,0
7,George_Burgess_13,363,13,886,8,Prop,62:00,4,1,0,0,0,0,0,77,17,155,15,58,1,0,0,0,5,15,0,0,0,0,0,2,0,0,17,0,89.7%,35,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62:00,0
8,Issac_Luke_13,1688,13,886,9,Hooker,80:00,4,1,0,0,0,0,0,58,17,109,0,26,1,0,0,0,2,1,0,0,16,97,0,1,13,91,100,5.35,85.4%,35,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,0
9,David_Tyrrell_13,1902,13,886,10,Prop,37:00,0,0,0,0,0,0,0,26,12,105,38,31,0,0,0,0,1,9,0,0,0,0,0,0,1,0,12,0,85%,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37:00,0
