,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Jahrome_Hughes_Storm,178,7,193,1,Fullback,80.0,4,1,0,0,0,,0,45,26,224,70,34,1,0,0,0,3,1,22,3.37,2,17,0,0,0,15,41,0.58,0.2,1,4,0,0,3,3,87,1,0,2,0,0,0,0,0,0,0,0,0,0,80.0,,1
Suliasi_Vunivalu_Storm,185,7,193,2,Winger,80.0,0,0,0,0,0,,0,38,14,113,24,26,0,0,0,0,5,1,11,3.68,2,2,0,2,0,2,18,0.14,0.9,9,1,0,0,2,1,20,0,0,1,0,0,1,1,1,0,0,0,0,0,80.0,,2
Will_Chambers_Storm,187,7,193,3,Centre,80.0,0,0,0,0,0,,0,24,12,89,0,17,0,0,0,0,2,0,10,4.22,2,16,0,0,1,3,14,0.25,0.882,15,1,1,0,0,1,20,0,0,1,0,0,0,1,0,0,1,0,0,0,80.0,,3
Curtis_Scott_Storm,177,7,193,4,Centre,80.0,4,1,0,0,0,,0,45,19,208,0,43,0,0,0,0,3,1,17,3.69,1,9,0,0,0,0,19,0,0.8,16,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,3
Josh_Addo-carr_Storm,179,7,193,5,Winger,80.0,0,0,0,0,0,,0,30,13,86,36,13,0,0,0,0,3,0,14,4.4,2,16,0,2,0,1,17,0.08,0.7,7,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,,2
Cameron_Munster_Storm,175,7,193,6,Five-Eighth,80.0,0,0,0,0,0,,0,50,16,96,0,15,0,2,1,0,3,0,8,2.92,2,13,0,1,4,39,59,2.44,0.731,19,5,2,0,0,11,249,0,2,3,0,1,0,0,0,0,0,0,0,0,80.0,,4
Brodie_Croft_Storm,174,7,193,7,Halfback,80.0,0,0,0,0,0,,0,45,13,96,1,4,1,0,0,0,2,0,7,3.58,0,0,0,0,3,35,52,2.69,0.81,17,2,2,0,1,9,286,0,3,1,0,0,1,1,1,0,0,0,0,0,80.0,,5
Jesse_Bromwich_Storm,164,7,193,8,Prop,50.0,4,1,0,0,0,,0,62,14,158,43,29,1,1,0,0,4,10,9,4.12,0,0,0,2,2,5,18,0.36,0.893,25,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,23.13,28.0,6
Cameron_Smith_Storm,159,7,193,9,Hooker,80.0,6,0,3,4,0,0.75,0,61,7,56,0,7,0,0,0,0,1,0,1,3.12,5,48,0,0,6,133,134,19,0.942,49,2,1,0,0,3,95,0,0,1,0,0,0,0,0,0,1,0,0,0,80.0,,7
Nelson_Asofa-solomona_Storm,169,7,193,10,Prop,34.0,0,0,0,0,0,,0,32,12,109,6,26,0,0,0,0,1,11,10,3.3,0,0,0,2,0,0,12,0,0.905,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01,15.22,6
Felise_Kaufusi_Storm,162,7,193,11,2nd Row,80.0,0,0,0,0,0,,0,45,14,160,0,70,0,0,0,0,0,14,14,3.42,0,0,0,0,1,3,18,0.21,0.943,33,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,8
