,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Tyrone_Peachey_Panthers,543,12,160,1,Fullback,80.0,8,2,0,0,0,,0,68,15,154,26,17,2,1,1,0,7,0,7,3.58,0,0,0,0,4,14,25,0.93,0.818,9,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,80.0,,1
Josh_Mansour_Panthers,323,12,160,2,Winger,77.0,4,1,0,0,0,,0,36,13,153,7,25,1,0,0,0,3,0,10,3.79,2,31,0,0,4,1,14,0.08,0.571,4,2,1,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,,2
Waqa_Blake_Panthers,326,12,160,3,Centre,80.0,0,0,0,0,0,,0,18,6,48,0,15,0,0,0,0,2,0,4,3.67,0,0,0,1,0,4,7,0.67,0.696,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Dean_Whare_Panthers,318,12,160,4,Centre,80.0,4,1,0,0,0,,0,25,6,77,0,14,1,0,0,0,0,0,5,3.3,0,0,0,0,0,6,11,1,0.769,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Dallin_Watene-zelezniak_Panthers,316,12,160,5,Winger,80.0,4,1,0,0,0,,0,30,9,48,9,14,1,0,0,0,4,0,7,4.13,0,0,0,1,0,6,15,0.67,0.667,6,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,2
James_Maloney_Panthers,320,12,160,6,Five-Eighth,80.0,4,1,0,0,0,,0,29,16,139,0,8,1,2,1,0,3,0,7,3.59,0,0,0,0,7,30,40,1.88,0.435,10,12,1,0,0,4,95,0,1,1,0,0,1,1,1,0,1,0,0,0,80.0,,4
Nathan_Cleary_Panthers,324,12,160,7,Halfback,80.0,12,0,6,7,0,0.857,0,46,12,65,0,5,1,0,0,0,4,0,6,3.22,0,0,0,1,19,34,46,2.83,0.692,9,4,0,0,0,5,140,0,1,1,1,1,0,0,0,0,1,0,0,0,80.0,,5
Moses_Leota_Panthers,332,12,160,8,Prop,24.0,0,0,0,0,0,,0,8,6,42,22,11,0,0,0,0,0,3,3,2.4,0,0,0,1,0,1,6,0.17,0.667,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.49,,6
Sione_Katoa_Panthers,338,12,160,9,Hooker,65.0,0,0,0,0,0,,0,16,4,20,0,9,0,0,0,0,0,0,1,2.68,3,20,0,1,6,71,69,17.75,0.833,30,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,65.26,,7
James_Tamou_Panthers,330,12,160,10,Prop,36.0,4,1,0,0,0,,0,41,8,77,16,19,1,0,0,0,3,7,7,3.07,0,0,0,0,0,1,9,0.13,0.833,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.54,11.43,6
