,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Alex_Johnston_Rabbitohs,346,13,249,1,Fullback,80.0,0,0,0,0,0,,0,55,15,142,62,16,1,0,1,0,5,0,13,3.54,1,11,0,0,1,15,30,1,0.833,5,0,1,0,2,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0,,1
Corey_Allan_Rabbitohs,355,13,249,2,Winger,80.0,0,0,0,0,0,,0,12,12,81,37,15,0,0,0,0,1,1,11,3.44,0,0,0,0,0,6,18,0.5,0.6,6,4,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,,2
Kyle_Turner_Rabbitohs,365,13,249,3,Centre,80.0,4,1,0,0,0,,0,29,12,105,2,30,1,0,0,0,1,2,10,3.14,0,0,0,0,1,3,12,0.25,0.722,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Dane_Gagai_Rabbitohs,351,13,249,4,Centre,80.0,0,0,0,0,0,,0,23,14,108,0,24,0,0,0,0,3,1,13,2.84,5,32,0,1,2,5,18,0.36,0.619,13,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,,3
Campbell_Graham_Rabbitohs,348,13,249,5,Winger,80.0,0,0,0,0,0,,0,14,10,110,0,30,0,0,0,0,0,0,11,3.47,1,9,0,0,0,0,12,0,0.75,3,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,80.0,,2
Cody_Walker_Rabbitohs,349,13,249,6,Five-Eighth,80.0,8,2,0,0,0,,0,54,8,54,0,4,0,1,1,0,3,0,2,3.02,0,0,0,1,4,30,41,3.75,0.778,14,3,1,0,0,6,180,1,2,2,0,0,0,2,2,0,0,0,0,0,80.0,,4
Adam_Reynolds_Rabbitohs,345,13,249,7,Halfback,80.0,18,1,6,6,1,1.0,0,58,5,97,0,2,0,1,0,0,0,0,1,3.08,1,6,0,1,3,29,45,5.8,0.75,6,0,2,1,0,12,353,1,3,1,0,0,0,1,1,0,0,0,0,0,80.0,,5
Tevita_Tatola_Rabbitohs,368,13,249,14,Prop,47.0,0,0,0,0,0,,0,50,12,159,42,59,0,0,0,0,2,10,11,2.96,0,0,0,0,1,0,12,0,0.886,31,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.14,25.16,6
Damien_Cook_Rabbitohs,361,13,249,9,Hooker,80.0,0,0,0,0,0,,0,70,8,68,0,5,1,2,2,0,1,1,3,4.35,7,56,0,1,0,109,112,13.63,0.94,47,1,2,0,0,1,18,0,0,1,0,0,0,1,1,0,1,0,0,0,80.0,,7
Thomas_Burgess_Rabbitohs,369,13,249,10,Prop,40.0,0,0,0,0,0,,0,47,18,216,83,60,0,0,0,0,3,13,15,3.64,0,0,0,1,0,1,19,0.06,0.944,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.15,17.38,6
John_Sutton_Rabbitohs,364,13,249,11,2nd Row,59.0,4,1,0,0,0,,0,53,14,125,0,49,1,0,0,0,3,13,10,3.03,0,0,0,0,2,5,20,0.36,0.895,17,1,1,0,0,2,62,1,0,1,0,0,0,0,0,0,0,0,0,0,48.27,10.56,8
Sam_Burgess_Rabbitohs,367,13,249,12,2nd Row,69.0,4,1,0,0,0,,0,40,16,156,0,52,1,0,0,0,1,15,13,4.0,1,5,0,0,1,3,20,0.19,0.87,20,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,69.04,,8
Cameron_Murray_Rabbitohs,360,13,249,13,Lock,61.0,0,0,0,0,0,,0,49,15,103,0,13,0,1,0,0,0,9,7,2.44,0,0,0,2,2,7,17,0.47,0.974,37,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,28.38,31.32,9
George_Burgess_Rabbitohs,363,13,249,8,Interchange,14.0,0,0,0,0,0,,0,10,5,39,0,12,0,0,0,0,0,5,5,2.93,0,0,0,0,0,0,5,0,0.846,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55,,10
Mark_Nicholls_Rabbitohs,366,13,249,15,Interchange,26.0,0,0,0,0,0,,0,17,8,75,8,27,0,0,0,0,1,7,8,3.13,0,0,0,0,0,1,9,0.13,0.813,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.12,,10
Ethan_Lowe_Rabbitohs,375,13,249,16,Interchange,51.0,0,0,0,0,0,,0,25,8,75,0,24,0,0,0,0,0,8,8,3.61,0,0,0,0,0,1,9,0.13,0.917,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,,10
