,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Matthew_Wright_Sea Eagles,506,6,97,1,Fullback,80.0,0,0,0,0,0,,0,27,16,116,58,30,0,0,0,0,4,0,16,3.48,1,11,0,0,3,9,27,0.56,0.875,7,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,80.0,,1
Jorge_Taufua_Sea Eagles,145,6,97,2,Winger,40.0,0,0,0,0,0,,0,10,8,67,0,32,0,0,0,0,1,1,8,3.61,0,0,0,0,1,1,10,0.13,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.01,,2
Moses_Suli_Sea Eagles,148,6,97,3,Centre,80.0,0,0,0,0,0,,0,40,13,103,0,45,0,0,0,0,4,1,11,3.45,0,0,0,2,0,3,14,0.23,0.895,17,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Brian_Kelly_Sea Eagles,507,6,97,4,Centre,80.0,4,1,0,0,0,,0,28,9,78,0,31,1,0,0,0,2,1,8,2.58,1,1,0,0,1,5,14,0.56,0.75,9,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,80.0,,3
Akuila_Uate_Sea Eagles,508,6,97,5,Winger,80.0,0,0,0,0,0,,0,24,16,110,12,41,0,0,0,0,3,2,14,3.16,2,8,0,0,0,1,19,0.06,0.75,3,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,2
Trent_Hodkinson_Sea Eagles,152,6,97,6,Five-Eighth,80.0,4,0,1,2,1,0.667,0,28,7,32,0,3,0,1,1,0,0,0,1,4.0,0,0,0,2,7,42,49,6,0.65,13,5,2,0,0,4,67,2,1,3,0,0,0,0,0,0,0,0,0,0,80.0,,4
Daly_Cherry-evans_Sea Eagles,142,6,97,7,Halfback,80.0,0,0,0,0,0,,0,57,10,62,0,10,0,0,0,0,4,0,5,2.93,1,10,0,1,2,29,50,2.9,0.9,27,2,1,0,1,12,311,0,5,2,0,0,0,0,0,0,1,0,0,0,80.0,,5
Addin_Fonua-blake_Sea Eagles,509,6,97,8,Prop,65.0,0,0,0,0,0,,0,42,11,91,0,38,0,0,0,0,1,10,9,3.05,0,0,0,1,1,1,11,0.09,0.878,36,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.11,43.08,6
Apisai_Koroisau_Sea Eagles,153,6,97,9,Hooker,80.0,0,0,0,0,0,,0,76,8,79,0,21,0,0,0,0,4,5,6,2.75,3,39,0,1,10,109,117,13.63,0.889,64,5,3,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,7
Martin_Taupau_Sea Eagles,510,6,97,10,Prop,58.0,0,0,0,0,0,,0,70,15,107,0,31,0,0,0,0,5,14,6,3.15,0,0,0,7,0,2,17,0.13,0.87,47,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,30.31,28.23,6
