,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Jack_Wighton_Raiders,40,2,16,1,Fullback,80.0,0,0,0,0,0,,0,43,20,198,53,68,0,1,1,0,5,0,17,3.39,1,23,0,0,12,14,31,0.7,1.0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,,1
Nick_Cotric_Raiders,45,2,16,2,Winger,80.0,0,0,0,0,0,,0,16,7,95,12,23,1,0,0,0,4,0,6,3.27,1,1,0,0,3,5,13,0.71,0.333,1,2,0,0,0,1,6,0,0,0,0,0,0,2,0,0,1,0,0,0,80.0,,2
Jarrod_Croker_Raiders,41,2,16,3,Centre,80.0,16,1,3,4,3,0.857,0,40,10,87,3,15,1,0,0,0,2,0,5,3.97,0,0,0,2,2,11,17,1.1,0.615,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Joseph_Leilua_Raiders,43,2,16,4,Centre,23.0,0,0,0,0,0,,0,10,3,20,0,3,0,0,0,0,1,0,1,3.72,0,0,0,1,0,2,4,0.67,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.58,,3
Jordan_Rapana_Raiders,42,2,16,5,Winger,80.0,4,1,0,0,0,,0,54,15,141,16,24,1,0,1,0,6,2,11,3.67,3,29,0,1,0,6,20,0.4,0.857,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,,2
Blake_Austin_Raiders,560,2,16,6,Five-Eighth,80.0,0,0,0,0,0,,0,66,14,131,0,23,1,2,1,0,7,0,4,2.87,0,0,0,1,6,29,41,2.07,0.846,11,1,1,0,0,7,178,0,1,1,0,0,0,0,0,0,0,0,0,0,80.0,,4
Sam_Williams_Raiders,46,2,16,7,Halfback,80.0,0,0,0,0,0,,0,14,4,21,0,0,0,0,0,0,0,0,2,5.24,0,0,0,0,2,25,34,6.25,0.8,12,3,0,0,0,7,177,0,2,1,1,2,0,1,0,0,2,0,0,0,80.0,,5
Iosia_Soliola_Raiders,50,2,16,8,Prop,80.0,0,0,0,0,0,,0,37,9,67,0,25,0,0,0,0,0,9,7,3.43,0,0,0,0,1,1,10,0.11,0.951,39,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,80.0,,6
Siliva_Havili_Raiders,561,2,16,9,Hooker,38.0,0,0,0,0,0,,0,33,7,47,0,19,0,0,0,0,1,6,3,3.87,1,2,0,3,2,39,45,5.57,1.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.29,11.26,7
Shannon_Boyd_Raiders,562,2,16,10,Prop,36.0,0,0,0,0,0,,0,36,12,120,0,60,0,0,0,0,1,12,12,3.63,0,0,0,0,0,1,13,0.08,0.958,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.47,12.54,6
