,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Valentine_Holmes_Sharks,472,4,88,1,Fullback,80.0,4,1,0,0,0,,0,20,10,83,26,27,0,0,0,0,1,0,9,3.77,2,21,0,1,1,5,16,0.5,0.5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,1
Josh_Dugan_Sharks,91,4,88,21,Winger,79.0,0,0,0,0,0,,0,32,17,115,26,40,0,1,1,0,5,1,17,3.27,0,0,0,0,0,7,27,0.41,0.727,8,3,0,0,4,2,86,0,0,0,0,0,0,1,0,0,2,0,1,0,79.0,,2
Jesse_Ramien_Sharks,576,4,88,3,Centre,80.0,4,1,0,0,0,,0,47,10,99,2,27,1,0,0,0,6,1,8,4.02,2,24,0,0,0,4,11,0.4,0.8,20,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,80.0,,3
Ricky_Leutele_Sharks,471,4,88,4,Centre,80.0,0,0,0,0,0,,0,31,13,107,0,46,0,0,0,0,1,3,11,2.87,1,9,0,1,0,8,16,0.62,0.947,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Edrick_Lee_Sharks,581,4,88,5,Winger,80.0,4,1,0,0,0,,0,35,13,112,17,39,1,0,0,0,2,0,12,3.08,0,0,0,0,0,1,16,0.08,1.0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,2
Matt_Moylan_Sharks,94,4,88,6,Five-Eighth,80.0,0,0,0,0,0,,0,39,11,83,0,20,0,1,1,0,2,0,7,3.78,1,3,0,2,6,32,47,2.91,0.909,20,2,0,0,2,3,47,0,1,1,0,0,0,2,1,0,1,0,0,0,80.0,,4
Chad_Townsend_Sharks,89,4,88,7,Halfback,80.0,6,0,3,4,0,0.75,0,45,2,13,0,2,0,0,0,0,0,0,1,2.72,1,8,0,0,3,33,50,16.5,0.774,24,2,5,0,0,16,450,0,3,2,0,2,1,1,0,0,1,1,0,0,80.0,,5
Andrew_Fifita_Sharks,103,4,88,8,Prop,65.0,0,0,0,0,0,,0,65,20,169,11,61,0,0,0,0,4,19,16,3.53,0,0,0,3,0,1,21,0.05,0.902,37,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.25,20.36,6
Jayden_Brailey_Sharks,473,4,88,9,Hooker,46.0,0,0,0,0,0,,0,39,2,21,0,9,0,0,0,0,2,0,2,3.2,2,21,0,0,1,55,56,27.5,0.939,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.03,,7
Matt_Prior_Sharks,474,4,88,10,Prop,61.0,4,1,0,0,0,,0,52,10,94,0,40,1,0,0,0,3,10,8,2.5,0,0,0,0,2,0,10,0,0.914,32,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,25.21,35.34,6
Kurt_Capewell_Sharks,478,4,88,11,2nd Row,59.0,0,0,0,0,0,,0,31,9,65,0,25,0,0,0,0,1,9,9,3.17,0,0,0,0,1,0,10,0,0.867,26,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59.24,,8
Joseph_Paulo_Sharks,480,4,88,14,2nd Row,80.0,0,0,0,0,0,,0,48,14,108,8,42,1,0,0,0,0,11,11,3.79,0,0,0,1,0,7,20,0.5,0.969,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,,8
Paul_Gallen_Sharks,477,4,88,13,Lock,52.0,0,0,0,0,0,,0,40,18,149,6,58,0,0,0,0,1,17,16,3.64,0,0,0,1,1,5,21,0.28,0.958,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.21,26.58,9
Jayson_Bukuya_Sharks,475,4,88,12,Interchange,55.0,0,0,0,0,0,,0,47,5,38,0,16,0,0,0,0,0,5,4,3.4,0,0,0,1,0,1,6,0.2,0.917,44,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.39,,10
