,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Nick_Cotric_Raiders,45,2,33,2,Fullback,80.0,0,0,0,0,0,,0,40,14,142,39,34,0,1,0,0,5,0,10,3.95,2,23,0,2,1,1,14,0.07,1.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,1
Michael_Oldfield_Raiders,44,2,33,19,Winger,39.0,0,0,0,0,0,,0,1,2,23,0,9,0,0,0,0,0,0,2,2.78,0,0,0,0,0,0,3,0,0.667,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39.0,,2
Jarrod_Croker_Raiders,41,2,33,3,Centre,80.0,18,2,3,4,2,0.833,0,47,9,83,17,17,1,0,0,0,2,0,9,3.61,3,23,0,0,1,2,16,0.22,0.846,11,2,0,0,2,1,5,0,0,1,0,0,0,2,0,0,1,0,0,0,80.0,,3
Joseph_Leilua_Raiders,43,2,33,4,Centre,80.0,8,2,0,0,0,,0,56,11,114,0,38,2,0,0,0,4,2,6,3.1,2,23,0,2,2,6,15,0.55,0.733,11,4,0,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0,,3
Jordan_Rapana_Raiders,42,2,33,5,Winger,80.0,0,0,0,0,0,,0,33,10,135,0,30,1,0,1,0,3,0,9,3.64,4,21,0,1,0,8,20,0.8,0.769,10,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,80.0,,2
Aidan_Sezer_Raiders,33,2,33,6,Five-Eighth,77.0,0,0,0,0,0,,0,37,2,12,0,0,0,0,2,0,0,0,1,4.48,0,0,0,0,3,23,38,11.5,0.813,13,3,0,0,0,14,315,2,1,2,0,0,0,0,0,0,0,0,0,0,77.13,,4
Sam_Williams_Raiders,46,2,33,7,Halfback,55.0,0,0,0,0,0,,0,14,2,14,4,3,0,1,0,0,0,0,1,3.76,0,0,0,0,2,17,24,8.5,0.889,8,0,1,0,0,4,157,0,1,0,0,0,0,1,0,0,1,0,0,0,55.23,,5
Iosia_Soliola_Raiders,50,2,33,8,Prop,64.0,0,0,0,0,0,,0,33,8,94,0,48,0,0,0,0,1,8,8,3.18,0,0,0,0,3,2,9,0.25,0.9,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.48,40.51,6
Siliva_Havili_Raiders,561,2,33,9,Hooker,78.0,0,0,0,0,0,,0,46,3,34,0,13,0,0,0,0,2,1,2,3.46,2,24,0,1,4,93,95,31,0.93,40,1,2,0,0,1,34,0,0,0,0,0,0,1,1,0,2,0,0,0,33.41,44.09,7
Junior_Paulo_Raiders,564,2,33,10,Prop,48.0,0,0,0,0,0,,0,29,12,152,49,62,0,0,0,0,1,9,12,3.63,0,0,0,0,1,0,12,0,0.85,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22.49,24.37,6
Joseph_Tapine_Raiders,54,2,33,11,2nd Row,80.0,0,0,0,0,0,,0,52,9,88,0,40,0,0,0,0,3,9,7,3.23,0,0,0,1,2,0,9,0,0.897,35,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,,8
Elliott_Whitehead_Raiders,563,2,33,12,2nd Row,80.0,0,0,0,0,0,,0,19,10,69,0,28,0,0,0,0,0,9,10,3.34,1,6,0,0,3,4,15,0.4,0.806,25,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80.0,,8
Luke_Bateman_Raiders,58,2,33,13,Lock,68.0,0,0,0,0,0,,0,49,15,109,0,38,0,0,0,0,1,15,14,3.28,0,0,0,0,3,1,16,0.07,0.955,42,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,26.47,40.51,9
Ata_Hingano_Raiders,35,2,33,14,Interchange,2.0,0,0,0,0,0,,0,-3,1,12,0,5,0,0,0,0,0,0,1,3.44,1,12,0,0,1,3,4,3,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.18,,10
Shannon_Boyd_Raiders,562,2,33,15,Interchange,42.0,0,0,0,0,0,,0,42,11,120,0,56,0,0,0,0,2,11,11,3.31,0,0,0,0,0,1,12,0.09,0.903,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.25,3.46,10
Dunamis_Lui_Raiders,565,2,33,16,Interchange,57.0,0,0,0,0,0,,0,24,14,161,34,59,0,0,0,0,0,12,14,3.49,0,0,0,0,2,5,20,0.36,0.765,26,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,57.12,,10
Liam_Knight_Raiders,574,2,33,17,Interchange,30.0,0,0,0,0,0,,0,22,5,55,0,16,0,0,0,0,0,5,3,3.48,0,0,0,0,1,0,5,0,1.0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12.22,15.0,10
Moses_Mbye_Bulldogs,490,3,33,1,Fullback,80.0,2,0,1,2,0,0.5,0,45,11,137,85,29,1,0,0,0,7,0,9,3.95,1,10,0,0,3,25,38,2.27,0.667,2,1,0,0,2,3,118,0,1,0,0,0,0,1,0,0,0,0,0,0,80.0,,1
Brett_Morris_Bulldogs,491,3,33,2,Winger,11.0,0,0,0,0,0,,0,-2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,,2
Josh_Morris_Bulldogs,492,3,33,3,Centre,80.0,4,1,0,0,0,,0,36,9,68,0,22,1,0,0,0,5,0,6,3.92,2,22,0,0,1,10,18,1.11,0.667,14,5,2,0,0,1,26,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,3
Will_Hopoate_Bulldogs,84,3,33,4,Centre,80.0,0,0,0,0,0,,0,34,17,175,0,62,0,1,0,0,1,0,14,3.77,2,19,0,2,3,9,23,0.53,0.923,12,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,3
Marcelo_Montoya_Bulldogs,82,3,33,5,Winger,80.0,0,0,0,0,0,,0,17,13,104,7,26,0,0,0,0,2,0,11,3.83,0,0,0,0,1,5,18,0.38,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,,2
Jeremy_Marshall-king_Bulldogs,66,3,33,6,Five-Eighth,80.0,0,0,0,0,0,,0,38,6,68,0,18,0,0,0,0,3,0,5,3.61,0,0,0,0,5,19,26,3.17,0.87,20,1,2,0,0,1,42,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,,4
Kieran_Foran_Bulldogs,80,3,33,7,Halfback,80.0,4,1,0,0,0,,0,53,11,108,0,24,2,0,0,0,3,1,7,4.25,0,0,0,0,6,33,51,3,0.786,11,3,0,0,1,9,200,2,2,2,0,2,0,1,0,0,0,0,0,0,80.0,,5
Aaron_Woods_Bulldogs,494,3,33,8,Prop,65.0,0,0,0,0,0,,0,42,13,107,4,50,0,0,0,0,0,12,10,3.68,0,0,0,0,2,1,14,0.08,0.952,40,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,32.51,32.18,6
Michael_Lichaa_Bulldogs,68,3,33,9,Hooker,80.0,0,0,0,0,0,,0,50,6,65,0,20,0,1,1,0,0,0,4,4.55,6,65,0,0,10,91,93,15.17,0.951,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,7
David_Klemmer_Bulldogs,495,3,33,10,Prop,63.0,0,0,0,0,0,,0,52,18,192,16,87,0,0,0,0,3,17,16,3.62,0,0,0,1,2,5,23,0.28,0.933,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,47.42,15.16,6
Josh_Jackson_Bulldogs,67,3,33,11,2nd Row,80.0,0,0,0,0,0,,0,37,13,106,4,36,0,0,0,0,0,10,11,3.84,1,12,0,1,3,5,18,0.38,0.902,37,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,80.0,,8
Raymond_Faitala-mariner_Bulldogs,70,3,33,12,2nd Row,77.0,0,0,0,0,0,,0,37,12,112,0,41,0,0,0,0,3,12,10,3.83,0,0,0,1,4,2,15,0.17,0.821,23,2,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,77.05,,8
Adam_Elliott_Bulldogs,61,3,33,13,Lock,23.0,0,0,0,0,0,,0,18,4,25,0,6,0,0,0,0,2,4,5,3.57,0,0,0,0,3,0,5,0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.15,2.55,9
Danny_Fualalo_Bulldogs,64,3,33,15,Interchange,45.0,0,0,0,0,0,,0,27,8,70,15,34,0,0,0,0,0,7,7,3.09,0,0,0,0,0,2,10,0.25,0.96,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44.28,,10
Kerrod_Holland_Bulldogs,79,3,33,17,Interchange,69.0,0,0,0,0,0,,0,20,11,99,41,25,0,0,0,0,3,1,7,3.46,1,11,0,2,1,3,14,0.27,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,69.26,,10
Greg_Eastwood_Bulldogs,538,3,33,19,Interchange,31.0,0,0,0,0,0,,0,33,5,59,0,22,0,0,0,0,4,5,4,3.55,0,0,0,1,0,1,6,0.2,0.857,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31,14.16,10
Asipeli_Fine_Bulldogs,496,3,33,20,Interchange,16.0,0,0,0,0,0,,0,12,1,9,0,3,0,0,0,0,0,1,1,3.68,0,0,0,0,0,1,2,1,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.21,,10
Matt_Moylan_Sharks,94,4,34,6,Fullback,80.0,0,0,0,0,0,,0,48,18,143,28,14,1,2,1,0,5,1,8,3.46,0,0,0,1,1,28,41,1.56,0.8,12,3,0,0,2,2,11,1,0,1,0,0,0,3,2,0,0,0,0,0,80.0,,1
Sosaia_Feki_Sharks,97,4,34,2,Winger,80.0,0,0,0,0,0,,0,16,9,91,10,36,0,0,0,0,2,1,7,3.44,0,0,0,0,0,1,11,0.11,0.75,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,2
Jesse_Ramien_Sharks,576,4,34,3,Centre,80.0,0,0,0,0,0,,0,33,13,138,0,43,1,0,0,0,1,1,11,3.43,0,0,0,1,1,4,17,0.31,0.81,17,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80.0,,3
Ricky_Leutele_Sharks,471,4,34,4,Centre,80.0,0,0,0,0,0,,0,17,11,112,0,48,0,0,0,0,0,2,11,3.59,0,0,0,0,0,6,18,0.55,0.778,7,1,1,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0,,3
Valentine_Holmes_Sharks,472,4,34,5,Winger,80.0,8,2,0,0,0,,0,37,10,111,7,31,1,0,0,0,2,0,8,3.94,1,11,0,1,1,4,16,0.4,0.667,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,,2
Trent_Hodkinson_Sharks,577,4,34,18,Five-Eighth,80.0,0,0,0,0,0,,0,13,8,53,0,23,0,0,0,0,1,0,7,4.05,0,0,0,0,6,39,47,4.88,0.684,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,4
Chad_Townsend_Sharks,89,4,34,7,Halfback,80.0,2,0,0,2,1,0.333,0,58,13,96,0,27,0,0,1,0,1,0,6,3.43,0,0,0,0,3,35,54,2.69,0.931,27,2,0,0,0,13,286,1,4,4,0,3,0,0,0,0,0,0,0,0,80.0,,5
Andrew_Fifita_Sharks,103,4,34,8,Prop,58.0,0,0,0,0,0,,0,70,21,175,78,47,0,0,0,0,6,15,13,3.59,0,0,0,7,0,3,23,0.14,0.967,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,36.1,21.5,6
Jayden_Brailey_Sharks,473,4,34,9,Hooker,70.0,0,0,0,0,0,,0,46,6,56,0,22,1,0,0,0,1,5,7,4.29,1,24,0,0,3,108,117,18,0.974,38,0,1,0,0,1,2,0,0,1,0,0,0,2,1,0,0,0,0,0,47.35,22.2,7
Matt_Prior_Sharks,474,4,34,10,Prop,55.0,0,0,0,0,0,,0,32,6,68,0,30,0,0,0,0,0,6,5,3.58,0,0,0,1,0,2,8,0.33,0.968,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22.56,25.14,6
Luke_Lewis_Sharks,582,4,34,11,2nd Row,64.0,0,0,0,0,0,,0,36,9,72,0,21,0,0,0,0,4,9,7,4.47,0,0,0,1,0,3,15,0.33,0.862,25,4,0,0,0,1,18,0,0,1,0,0,0,1,0,0,0,0,0,0,63.36,,8
Wade_Graham_Sharks,476,4,34,12,2nd Row,80.0,0,0,0,0,0,,0,46,17,144,0,47,0,0,0,0,2,15,11,4.02,0,0,0,2,3,15,32,0.88,0.897,26,3,0,0,0,2,49,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0,,8
