,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
James_Tedesco_Roosters,432,15,72,1,Fullback,80.0,0,0,0,0,0,,0,23,12,104,26,33,0,0,0,0,3,1,11,4.05,1,10,0,1,5,8,23,0.67,0.889,8,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,80.0,,1
Joseph_Manu_Roosters,433,15,72,2,Winger,80.0,0,0,0,0,0,,0,28,10,102,5,37,0,0,0,0,5,0,11,3.79,2,34,0,0,1,3,16,0.3,0.667,4,1,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,2
Latrell_Mitchell_Roosters,486,15,72,3,Centre,80.0,10,0,3,3,2,1.0,0,26,7,75,0,33,0,0,0,0,3,0,5,4.22,0,0,0,1,2,4,12,0.57,0.8,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80.0,,3
Mitchell_Aubusson_Roosters,417,15,72,4,Centre,80.0,0,0,0,0,0,,0,24,8,55,0,18,0,1,1,0,2,0,6,2.88,1,7,0,0,2,2,9,0.25,0.714,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Blake_Ferguson_Roosters,487,15,72,5,Winger,80.0,4,1,0,0,0,,0,27,16,130,0,43,1,0,0,0,1,1,15,2.96,0,0,0,0,1,0,17,0,0.6,3,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,,2
Luke_Keary_Roosters,435,15,72,6,Five-Eighth,80.0,0,0,0,0,0,,0,22,4,37,0,8,0,0,0,0,1,0,3,4.65,0,0,0,0,1,24,32,6,0.875,21,3,0,0,0,5,116,2,2,1,0,0,0,3,2,0,1,0,0,0,80.0,,4
Cooper_Cronk_Roosters,430,15,72,7,Halfback,80.0,0,0,0,0,0,,0,31,4,32,0,3,0,0,0,0,0,0,1,2.92,0,0,0,0,0,27,41,6.75,0.7,14,3,3,0,1,12,430,1,4,0,0,1,2,1,1,0,1,0,0,0,80.0,,5
Siosiua_Taukeiaho_Roosters,421,15,72,15,Prop,54.0,0,0,0,0,0,,0,47,17,162,15,59,0,0,0,0,1,16,12,3.18,0,0,0,3,0,3,20,0.18,0.889,32,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27.0,27.11,6
Jake_Friend_Roosters,413,15,72,9,Hooker,57.0,0,0,0,0,0,,0,30,2,9,0,3,0,0,0,0,0,0,2,4.1,2,9,0,0,1,71,70,35.5,0.826,38,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52.27,4.11,7
Dylan_Napa_Roosters,489,15,72,10,Prop,41.0,0,0,0,0,0,,0,27,9,81,12,21,0,0,0,0,1,8,8,3.99,0,0,0,0,0,0,9,0,0.923,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27.04,13.52,6
Boyd_Cordner_Roosters,409,15,72,11,2nd Row,80.0,0,0,0,0,0,,0,42,13,113,0,35,0,0,0,0,1,12,11,3.13,1,6,0,0,2,5,18,0.38,0.914,32,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,,8
Ryan_Matterson_Roosters,488,15,72,12,2nd Row,80.0,0,0,0,0,0,,0,39,6,62,0,20,0,0,0,0,1,6,6,3.59,0,0,0,0,0,1,7,0.17,0.84,42,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,8
Isaac_Liu_Roosters,412,15,72,13,Lock,45.0,4,1,0,0,0,,0,52,9,82,17,17,1,0,0,0,4,7,7,3.54,0,0,0,0,0,3,11,0.33,0.96,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.19,13.39,9
Zane_Tetevano_Roosters,424,15,72,8,Interchange,28.0,0,0,0,0,0,,0,16,5,64,40,14,0,0,0,0,0,2,4,4.11,0,0,0,0,1,1,6,0.2,0.8,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.34,,10
Jared_Waerea-hargreaves_Roosters,414,15,72,14,Interchange,26.0,4,1,0,0,0,,0,31,8,75,0,28,1,0,0,0,2,8,5,3.01,0,0,0,1,1,0,8,0,0.75,18,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,25.44,,10
Victor_Radley_Roosters,423,15,72,17,Interchange,49.0,0,0,0,0,0,,0,43,8,68,8,20,0,0,0,0,2,7,7,3.47,0,0,0,1,0,4,12,0.5,0.881,37,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48.4,,10
Kurt_Baptiste_Roosters,613,15,72,20,Interchange,21.0,0,0,0,0,0,,0,10,1,0,0,0,0,0,0,0,0,0,1,4.72,1,0,0,0,1,29,28,29,0.889,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.14,,10
Tom_Trbojevic_Sea Eagles,151,6,72,1,Fullback,80.0,0,0,0,0,0,,0,38,16,172,15,33,1,0,0,0,5,0,12,3.63,0,0,0,1,4,20,37,1.25,1.0,3,0,0,0,1,1,43,0,0,0,0,0,1,4,3,0,0,0,0,0,80.0,,1
Matthew_Wright_Sea Eagles,506,6,72,2,Winger,80.0,0,0,0,0,0,,0,2,9,59,3,22,0,0,0,0,0,0,4,3.43,1,4,0,0,1,2,12,0.22,0.667,6,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,80.0,,2
Moses_Suli_Sea Eagles,148,6,72,3,Centre,80.0,0,0,0,0,0,,0,23,9,95,0,46,0,0,0,0,1,1,9,3.29,0,0,0,0,1,2,9,0.22,0.8,12,1,2,0,0,1,22,1,0,1,0,0,0,0,0,0,1,0,0,0,80.0,,3
Brian_Kelly_Sea Eagles,507,6,72,4,Centre,80.0,0,0,0,0,0,,0,25,11,102,7,36,0,1,1,0,0,0,10,3.37,2,18,0,1,0,3,11,0.27,0.765,13,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Akuila_Uate_Sea Eagles,508,6,72,5,Winger,80.0,8,2,0,0,0,,0,61,13,117,53,39,2,0,0,0,8,1,10,3.39,2,12,0,0,1,2,16,0.15,1.0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,,2
Dylan_Walker_Sea Eagles,143,6,72,6,Five-Eighth,80.0,0,0,0,0,0,,0,35,7,89,0,42,0,0,0,0,5,0,6,4.09,0,0,0,0,0,11,19,1.57,0.882,15,2,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,4
Daly_Cherry-evans_Sea Eagles,142,6,72,7,Halfback,80.0,8,0,2,3,2,0.8,0,53,11,100,0,15,0,1,0,0,3,0,4,3.7,0,0,0,0,3,36,51,3.27,0.929,13,0,1,0,0,11,229,1,4,0,0,1,0,1,1,0,0,0,0,0,80.0,,5
Addin_Fonua-blake_Sea Eagles,509,6,72,8,Prop,42.0,4,1,0,0,0,,0,55,15,132,0,72,1,0,0,0,5,15,12,3.73,0,0,0,0,0,1,16,0.07,0.875,21,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20.25,21.54,6
Apisai_Koroisau_Sea Eagles,153,6,72,9,Hooker,80.0,0,0,0,0,0,,0,40,6,13,0,6,0,1,1,0,1,2,2,2.92,4,13,0,1,5,122,122,20.33,0.82,41,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,7
Martin_Taupau_Sea Eagles,510,6,72,10,Prop,57.0,0,0,0,0,0,,0,83,26,290,81,90,0,0,0,0,8,20,20,3.1,0,0,0,3,2,5,29,0.19,0.929,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.31,18.36,6
Joel_Thompson_Sea Eagles,511,6,72,11,2nd Row,80.0,0,0,0,0,0,,0,42,11,94,0,39,0,0,0,0,1,11,7,3.83,0,0,0,1,0,0,11,0,0.944,34,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80.0,,8
Shaun_Lane_Sea Eagles,514,6,72,12,2nd Row,63.0,0,0,0,0,0,,0,40,6,68,0,23,0,1,0,0,1,6,4,3.27,0,0,0,2,1,0,6,0,0.935,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.57,8.59,8
Jake_Trbojevic_Sea Eagles,512,6,72,13,Lock,80.0,0,0,0,0,0,,0,61,25,211,0,58,2,0,0,0,2,20,16,3.02,0,0,0,1,5,14,34,0.56,0.941,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,80.0,,9
Lewis_Brown_Sea Eagles,513,6,72,14,Interchange,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10
Frank_Winterstein_Sea Eagles,515,6,72,15,Interchange,31.0,0,0,0,0,0,,0,12,3,20,0,7,0,0,0,0,0,3,3,2.97,0,0,0,0,0,0,5,0,1.0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,31.0,,10
Lloyd_Perrett_Sea Eagles,571,6,72,16,Interchange,14.0,0,0,0,0,0,,0,5,3,32,0,14,0,0,0,0,0,3,3,3.05,0,0,0,0,0,1,5,0.33,0.727,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.05,,10
Taniela_Paseka_Sea Eagles,598,6,72,17,Interchange,32.0,0,0,0,0,0,,0,21,9,105,47,45,0,0,0,0,1,6,9,3.42,0,0,0,0,0,0,9,0,0.8,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.34,4.07,10
