,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Michael_Gordon_Titans,117,5,8,1,Fullback,80.0,10,0,4,5,1,0.833,0,19,7,59,45,10,0,0,0,0,4,0,6,3.46,0,0,0,0,0,19,26,2.71,0.222,2,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,,1
Anthony_Don_Titans,112,5,8,2,Winger,80.0,0,0,0,0,0,,0,11,8,71,21,25,0,0,0,0,1,0,7,4.17,0,0,0,1,0,6,14,0.75,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,2
Dale_Copley_Titans,115,5,8,3,Centre,80.0,4,1,0,0,0,,0,40,9,95,0,38,1,0,0,0,3,1,8,3.6,0,0,0,0,1,1,9,0.11,0.923,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Konrad_Hurrell_Titans,554,5,8,4,Centre,80.0,4,1,0,0,0,,0,53,15,132,18,56,0,0,0,0,8,0,9,4.02,1,5,0,3,0,2,17,0.13,0.833,5,1,0,0,0,2,27,0,0,1,0,0,0,1,1,0,0,0,0,0,80.0,,3
Phillip_Sami_Titans,118,5,8,5,Winger,80.0,4,1,0,0,0,,0,38,15,150,23,55,1,0,0,0,3,0,14,3.85,1,6,0,0,0,2,17,0.13,0.667,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,2
Kane_Elgey_Titans,555,5,8,6,Five-Eighth,80.0,4,1,0,0,0,,0,28,4,5,0,0,0,1,1,0,2,0,1,4.28,0,0,0,0,1,32,41,8,0.7,7,2,1,0,1,6,107,1,0,3,0,0,0,1,0,0,1,0,0,0,80.0,,4
Ashley_Taylor_Titans,113,5,8,7,Halfback,80.0,0,0,0,0,0,,0,49,6,49,0,13,0,2,4,0,0,0,1,5.04,0,0,0,2,6,49,61,8.17,0.75,9,2,1,0,0,9,246,1,1,4,0,0,0,0,0,0,1,0,0,0,80.0,,5
Jai_Arrow_Titans,127,5,8,8,Prop,48.0,0,0,0,0,0,,0,33,15,163,10,69,0,0,0,0,2,14,12,3.66,0,0,0,0,0,1,16,0.07,0.875,21,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,23.03,25.28,6
Nathan_Peats_Titans,556,5,8,9,Hooker,42.0,0,0,0,0,0,,0,15,1,4,0,0,0,0,0,0,0,0,1,3.68,1,4,0,0,2,42,42,42,0.794,27,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.28,13.25,7
Leilani_Latu_Titans,132,5,8,10,Prop,40.0,0,0,0,0,0,,0,19,9,55,0,19,0,0,0,0,1,8,7,5.55,0,0,0,0,1,4,11,0.44,0.826,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.35,15.24,6
