,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Ben_Hampton_Cowboys,244,10,25,1,Fullback,80.0,0,0,0,0,0,,0,62,17,185,89,23,1,1,1,0,12,0,14,3.74,2,33,0,0,3,15,31,0.88,0.333,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,,1
Kyle_Feldt_Cowboys,254,10,25,2,Winger,80.0,8,2,0,0,0,,0,42,11,107,14,29,2,0,0,0,4,1,9,2.47,0,0,0,0,0,5,17,0.45,0.75,3,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,80.0,,2
Justin_O'neill_Cowboys,252,10,25,3,Centre,80.0,0,0,0,0,0,,0,21,7,65,0,17,0,0,0,0,2,0,5,3.91,0,0,0,1,0,0,7,0,0.765,13,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,,3
Javid_Bowen_Cowboys,250,10,25,4,Centre,10.0,0,0,0,0,0,,0,1,2,16,0,5,0,0,0,0,0,0,1,2.92,0,0,0,0,0,0,2,0,0.667,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,,3
Antonio_Winterstein_Cowboys,517,10,25,5,Winger,68.0,4,1,0,0,0,,0,27,10,80,14,18,1,0,0,0,1,0,8,4.36,0,0,0,0,0,1,11,0.1,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.34,12.58,2
Michael_Morgan_Cowboys,255,10,25,6,Five-Eighth,80.0,0,0,0,0,0,,0,32,9,48,20,12,0,2,2,0,0,0,3,3.96,1,4,0,1,2,24,36,2.67,0.7,7,2,1,0,2,6,182,0,2,1,0,0,0,0,0,0,1,0,0,0,80.0,,4
Johnathan_Thurston_Cowboys,519,10,25,7,Halfback,80.0,2,0,1,3,0,0.333,0,19,11,54,0,6,0,0,0,0,1,0,6,3.11,0,0,0,0,2,35,49,3.18,0.6,6,4,0,0,0,7,191,2,1,2,0,0,0,1,1,0,0,0,0,0,80.0,,5
Matthew_Scott_Cowboys,272,10,25,8,Prop,51.0,0,0,0,0,0,,0,30,13,118,37,34,0,0,0,0,1,9,10,3.59,0,0,0,1,0,2,14,0.15,0.9,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,28.56,6
Jake_Granville_Cowboys,265,10,25,9,Hooker,76.0,0,0,0,0,0,,0,27,5,8,0,0,0,0,0,0,0,0,0,,5,8,0,0,6,104,94,20.8,0.886,39,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67.02,9.27,7
Jordan_Mclean_Cowboys,268,10,25,10,Prop,37.0,0,0,0,0,0,,0,28,9,82,0,33,0,0,0,0,0,9,6,3.29,0,0,0,0,0,0,9,0,1.0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25.03,11.37,6
Gavin_Cooper_Cowboys,264,10,25,11,2nd Row,80.0,0,0,0,0,0,,0,28,4,37,0,20,0,0,0,0,0,4,3,3.65,0,0,0,0,0,1,6,0.25,0.969,31,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80.0,,8
Coen_Hess_Cowboys,260,10,25,12,2nd Row,80.0,0,0,0,0,0,,0,61,17,111,0,49,0,0,0,0,4,17,14,3.39,0,0,0,1,1,1,18,0.06,0.978,44,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,80.0,,8
Jason_Taumalolo_Cowboys,266,10,25,13,Lock,72.0,0,0,0,0,0,,0,52,18,183,41,70,0,0,0,0,4,14,14,3.74,1,11,0,0,0,5,22,0.28,0.895,34,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,51.04,21.15,9
Te_Martin_Cowboys,258,10,25,14,Interchange,16.0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,12,0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.59,,10
John_Asiata_Cowboys,267,10,25,15,Interchange,43.0,0,0,0,0,0,,0,35,14,108,0,33,0,0,0,0,3,13,10,4.11,0,0,0,1,4,3,17,0.21,0.87,20,3,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,31.12,12.08,10
Scott_Bolton_Cowboys,276,10,25,16,Interchange,37.0,0,0,0,0,0,,0,30,11,92,6,29,0,0,0,0,0,10,10,3.77,0,0,0,0,1,2,13,0.18,1.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.22,,10
Ethan_Lowe_Cowboys,520,10,25,17,Interchange,70.0,0,0,0,0,0,,0,20,9,87,0,37,0,0,0,0,0,3,9,3.57,0,0,0,0,0,3,12,0.33,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.22,,10
Dylan_Edwards_Panthers,319,12,25,1,Fullback,80.0,0,0,0,0,0,,0,50,15,143,90,45,0,0,0,0,9,0,14,3.43,0,0,0,0,1,14,32,0.93,1.0,5,0,0,0,6,1,55,0,0,0,0,0,0,1,1,0,1,0,0,0,80.0,,1
Josh_Mansour_Panthers,323,12,25,2,Winger,80.0,0,0,0,0,0,,0,22,13,113,16,31,0,0,0,0,3,3,12,3.73,0,0,0,0,0,0,13,0,0.667,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,2
Waqa_Blake_Panthers,326,12,25,3,Centre,80.0,4,1,0,0,0,,0,8,5,43,0,18,0,0,0,0,0,2,5,3.5,0,0,0,0,0,3,9,0.6,0.8,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,80.0,,3
