,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Matthew_Dufty_Dragons,385,14,57,1,Fullback,80.0,0,0,0,0,0,,0,17,7,74,25,18,0,1,1,0,0,0,5,3.74,0,0,0,0,0,13,20,1.86,1.0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,1
Nene_Macdonald_Dragons,481,14,57,2,Winger,80.0,8,2,0,0,0,,0,43,19,167,7,57,1,0,0,0,2,0,16,3.19,5,43,0,1,0,2,20,0.11,0.5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,2
Euan_Aitken_Dragons,378,14,57,3,Centre,80.0,0,0,0,0,0,,0,22,12,116,0,43,0,0,0,0,2,1,10,3.42,1,5,0,0,1,2,15,0.17,0.739,17,4,2,0,0,1,3,0,0,1,0,0,0,2,2,0,0,0,0,0,80.0,,3
Timoteo_Lafai_Dragons,388,14,57,4,Centre,80.0,0,0,0,0,0,,0,37,14,123,0,36,0,0,0,0,5,3,10,3.1,2,26,0,2,0,2,15,0.14,0.882,15,2,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,80.0,,3
Jason_Nightingale_Dragons,482,14,57,5,Winger,80.0,0,0,0,0,0,,0,46,21,217,22,83,0,0,0,0,6,2,21,3.03,4,39,0,1,2,6,31,0.29,0.889,8,0,1,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,80.0,,2
Gareth_Widdop_Dragons,379,14,57,6,Five-Eighth,80.0,8,0,4,4,-2,0.667,0,46,7,54,0,3,0,1,2,0,1,0,4,3.98,0,0,0,0,6,28,40,4,0.857,18,2,1,0,1,7,109,1,1,3,0,1,0,2,2,0,0,0,0,0,80.0,,4
Ben_Hunt_Dragons,376,14,57,7,Halfback,80.0,4,1,0,0,0,,0,69,11,85,0,18,1,1,0,0,3,0,2,2.46,0,0,0,5,5,29,53,2.64,0.652,15,6,2,0,0,15,545,0,4,1,0,0,1,0,0,0,1,0,0,0,80.0,,5
James_Graham_Dragons,396,14,57,8,Prop,47.0,0,0,0,0,0,,0,42,11,105,19,39,0,0,0,0,0,9,10,3.66,0,0,0,1,1,2,13,0.18,0.97,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.29,23.19,6
Cameron_Mcinnes_Dragons,391,14,57,9,Hooker,80.0,0,0,0,0,0,,0,65,8,94,0,35,1,0,0,0,4,3,6,3.83,5,75,0,3,0,115,123,14.38,0.925,37,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,,7
Paul_Vaughan_Dragons,404,14,57,10,Prop,47.0,0,0,0,0,0,,0,35,12,112,17,34,0,0,0,0,1,11,11,3.4,0,0,0,1,1,0,12,0,0.871,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.31,24.47,6
