,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Moses_Mbye_Bulldogs,490,3,108,1,Fullback,80.0,4,0,2,3,0,0.667,0,62,19,193,76,17,0,0,0,0,7,0,15,3.86,2,16,0,1,5,19,46,1,0.333,2,2,2,0,5,9,261,1,2,2,0,1,0,1,0,0,0,0,0,0,80.0,,1
Brett_Morris_Bulldogs,491,3,108,2,Winger,80.0,4,1,0,0,0,,0,37,10,89,28,21,1,0,0,0,4,0,7,2.72,6,52,0,2,0,4,15,0.4,0.8,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,,2
John_Olive_Bulldogs,78,3,108,3,Centre,80.0,0,0,0,0,0,,0,13,10,88,0,39,0,0,0,0,0,0,10,3.31,0,0,0,0,1,2,12,0.2,0.75,15,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,3
Will_Hopoate_Bulldogs,84,3,108,4,Centre,80.0,4,1,0,0,0,,0,27,14,106,0,32,0,1,0,0,1,1,11,3.43,0,0,0,1,1,17,30,1.21,0.625,10,4,2,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0,,3
Marcelo_Montoya_Bulldogs,82,3,108,5,Winger,80.0,0,0,0,0,0,,0,25,13,129,24,20,1,0,0,0,3,1,13,3.54,1,11,0,0,0,4,18,0.31,0.75,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80.0,,2
Jeremy_Marshall-king_Bulldogs,66,3,108,6,Five-Eighth,80.0,0,0,0,0,0,,0,36,6,40,0,10,0,0,0,0,2,0,4,3.3,0,0,0,0,2,22,29,3.67,0.912,31,2,1,0,0,2,61,0,1,0,0,0,0,1,1,0,1,0,0,0,80.0,,4
Matt_Frawley_Bulldogs,493,3,108,7,Halfback,80.0,0,0,0,0,0,,0,40,3,23,0,5,0,0,1,0,0,1,2,4.24,1,9,0,0,4,38,50,12.67,0.842,32,2,4,0,0,9,198,0,0,1,0,2,0,2,1,0,0,0,0,0,80.0,,5
Aaron_Woods_Bulldogs,494,3,108,8,Prop,50.0,0,0,0,0,0,,0,39,13,109,11,32,0,0,0,0,1,12,10,2.83,0,0,0,3,1,5,18,0.38,0.857,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.41,23.37,6
Michael_Lichaa_Bulldogs,68,3,108,9,Hooker,53.0,0,0,0,0,0,,0,42,6,66,0,23,0,0,0,0,1,1,6,3.03,5,62,0,0,4,45,51,7.5,0.972,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56,46.04,7
Renouf_Toomaga_Bulldogs,71,3,108,16,Prop,15.0,0,0,0,0,0,,0,6,2,9,0,3,0,0,0,0,0,2,0,,0,0,0,0,0,0,2,0,0.8,12,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14.39,,6
Josh_Jackson_Bulldogs,67,3,108,11,2nd Row,80.0,0,0,0,0,0,,0,42,14,105,0,41,0,0,1,0,1,14,13,3.21,0,0,0,0,3,5,21,0.36,0.861,31,3,2,0,0,2,37,1,0,2,0,0,0,1,1,0,1,0,0,0,80.0,,8
Raymond_Faitala-mariner_Bulldogs,70,3,108,12,2nd Row,80.0,0,0,0,0,0,,0,64,13,106,0,34,0,0,0,0,5,13,9,3.47,0,0,0,3,1,2,14,0.15,0.833,35,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,8
Adam_Elliott_Bulldogs,61,3,108,13,Lock,43.0,4,1,0,0,0,,0,42,7,55,0,11,1,0,0,0,3,6,5,3.14,0,0,0,0,3,1,8,0.14,0.867,26,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,22.41,19.39,9
David_Klemmer_Bulldogs,495,3,108,10,Interchange,55.0,0,0,0,0,0,,0,51,21,231,85,72,0,0,0,0,0,16,19,3.52,0,0,0,1,1,8,29,0.38,0.929,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.41,10.03,10
Kerrod_Holland_Bulldogs,79,3,108,15,Interchange,27.0,0,0,0,0,0,,0,18,1,6,0,3,0,0,0,0,0,0,1,3.16,1,6,0,0,1,43,44,43,0.857,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.37,13.22,10
Aiden_Tolman_Bulldogs,62,3,108,17,Interchange,47.0,0,0,0,0,0,,0,34,7,51,0,16,0,0,0,0,0,7,7,2.6,0,0,0,0,1,5,12,0.71,0.909,30,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.15,,10
Clay_Priest_Bulldogs,611,3,108,20,Interchange,30.0,0,0,0,0,0,,0,16,3,23,0,7,0,0,0,0,0,3,3,3.97,0,0,0,0,0,1,4,0.33,0.857,18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.41,,10
Matthew_Dufty_Dragons,385,14,108,1,Fullback,80.0,0,0,0,0,0,,0,33,12,130,91,22,0,1,1,0,2,0,11,4.29,0,0,0,0,0,12,25,1,0.857,6,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,1
Nene_Macdonald_Dragons,481,14,108,2,Winger,80.0,4,1,0,0,0,,0,37,21,168,0,55,1,0,0,0,1,0,14,2.96,3,31,0,2,2,4,23,0.19,1.0,4,0,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,80.0,,2
