,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Michael_Gordon_Titans,117,5,136,1,Fullback,80.0,4,0,2,2,0,1.0,0,41,8,90,52,22,0,0,0,0,5,1,7,3.11,0,0,0,1,1,12,22,1.5,0.833,10,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,1
Anthony_Don_Titans,112,5,136,2,Winger,80.0,0,0,0,0,0,,0,28,11,88,44,31,0,0,0,0,6,2,10,3.24,0,0,0,0,1,4,15,0.36,0.75,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,2
Konrad_Hurrell_Titans,554,5,136,3,Centre,80.0,0,0,0,0,0,,0,19,12,112,0,59,0,0,0,0,0,2,12,3.14,2,24,0,0,1,2,13,0.17,0.824,14,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,80.0,,3
Brenko_Lee_Titans,114,5,136,4,Centre,80.0,0,0,0,0,0,,0,17,11,98,1,47,0,0,0,0,1,1,8,3.7,0,0,0,2,0,2,14,0.18,0.667,10,3,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,80.0,,3
Phillip_Sami_Titans,118,5,136,5,Winger,80.0,0,0,0,0,0,,0,21,17,147,0,67,0,0,0,0,2,2,14,3.36,1,11,0,1,0,2,19,0.12,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,2
Alexander_Brimson_Titans,111,5,136,6,Five-Eighth,80.0,0,0,0,0,0,,0,51,12,115,0,39,1,0,0,0,3,0,7,3.65,0,0,0,2,6,31,47,2.58,0.913,21,2,0,0,0,6,129,0,3,1,0,0,0,0,0,0,0,0,0,0,80.0,,4
Ashley_Taylor_Titans,113,5,136,7,Halfback,80.0,0,0,0,0,0,,0,32,4,20,0,7,0,0,0,0,1,0,1,3.64,0,0,0,2,6,40,51,10,0.833,20,2,2,0,1,7,206,1,2,1,0,0,1,3,1,0,0,0,0,0,80.0,,5
Moeaki_Fotuaika_Titans,135,5,136,15,Prop,58.0,4,1,0,0,0,,0,66,14,117,10,45,1,0,0,0,1,11,10,3.64,0,0,0,1,1,3,15,0.21,0.936,44,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49.25,8.42,6
Nathan_Peats_Titans,556,5,136,9,Hooker,60.0,0,0,0,0,0,,0,48,6,73,0,20,0,0,0,0,2,0,5,3.02,6,73,0,0,0,57,63,9.5,1.0,37,0,0,0,0,1,8,0,0,1,0,0,0,1,0,0,0,0,0,0,60.19,,7
Ryan_James_Titans,557,5,136,10,Prop,80.0,0,0,0,0,0,,0,45,14,135,15,54,0,0,0,0,1,13,12,3.33,0,0,0,0,4,2,15,0.14,0.9,45,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,80.0,,6
