,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Jamayne_Isaako_Broncos,26,1,145,1,Fullback,80.0,0,0,0,0,0,,0,36,15,132,44,35,0,0,0,0,5,1,15,3.07,0,0,0,1,0,12,29,0.8,0.8,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,1
Corey_Oates_Broncos,20,1,145,2,Winger,80.0,4,1,0,0,0,,0,36,15,170,11,38,0,0,0,0,3,1,14,2.92,0,0,0,0,0,1,20,0.07,0.5,2,1,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,80.0,,2
James_Roberts_Broncos,27,1,145,3,Centre,80.0,0,0,0,0,0,,0,37,8,95,0,21,0,0,0,0,5,0,7,2.66,0,0,0,1,3,5,13,0.63,0.938,15,1,0,0,0,1,19,0,0,1,0,0,0,1,1,0,0,0,0,0,80.0,,3
Darius_Boyd_Broncos,22,1,145,4,Centre,80.0,0,0,0,0,0,,0,28,6,65,0,14,0,0,1,0,2,0,4,3.27,3,23,0,0,1,7,9,1.17,0.882,15,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Jordan_Kahu_Broncos,497,1,145,5,Winger,80.0,4,0,1,2,1,0.667,0,29,8,67,0,24,0,0,0,0,3,1,7,3.53,0,0,0,0,0,1,10,0.13,0.875,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,2
Anthony_Milford_Broncos,19,1,145,6,Five-Eighth,80.0,0,0,0,0,0,,0,33,8,47,6,11,0,0,0,0,0,0,3,3.96,1,4,0,3,4,16,35,2,0.667,14,4,3,0,2,11,353,2,2,2,0,0,0,3,2,0,0,0,0,0,80.0,,4
Kodi_Nikorima_Broncos,498,1,145,7,Halfback,80.0,0,0,0,0,0,,0,22,8,56,0,11,0,0,0,0,1,0,3,3.51,0,0,0,0,4,24,35,3,0.739,17,4,2,0,0,5,148,0,1,1,0,0,1,1,1,0,0,0,0,0,80.0,,5
Joe_Ofahengaue_Broncos,9,1,145,15,Prop,52.0,0,0,0,0,0,,0,39,10,92,10,32,0,0,0,0,0,9,10,3.35,0,0,0,0,0,0,11,0,0.944,34,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24.02,28.23,6
Andrew_Mccullough_Broncos,3,1,145,9,Hooker,80.0,0,0,0,0,0,,0,53,4,41,0,14,0,0,0,0,1,0,3,4.99,4,41,0,0,10,93,99,23.25,0.877,50,4,3,0,0,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,7
Sam_Thaiday_Broncos,499,1,145,10,Prop,36.0,0,0,0,0,0,,0,41,9,72,0,21,0,0,0,0,2,9,8,4.02,0,0,0,0,0,2,11,0.22,0.919,34,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19.31,16.17,6
