,index,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two
0,Adam_Quinlan_14,1985,14,1190,1,Fullback,80:00,0,0,0,0,0,0,0,10,9,100,42,33,0,0,0,0,0,0,0,0,2,21,0,1,1,20,29,2.22,77.8%,7,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
1,Charly_Runciman_14,2021,14,1190,2,Winger,80:00,4,1,0,0,0,0,0,34,13,127,0,43,1,0,0,0,1,1,0,0,7,74,0,0,0,4,17,0.31,86.4%,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
2,Josh_Dugan_14,1990,14,1190,3,Centre,80:00,4,1,0,0,0,0,0,60,12,127,0,43,1,1,1,0,6,2,0,0,0,0,0,1,0,0,12,0,81.8%,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
3,Gerard_Beale_14,1814,14,1190,4,Centre,80:00,0,0,0,0,0,0,0,17,18,165,26,73,0,0,0,0,2,0,0,0,5,50,0,0,0,6,27,0.33,83.3%,10,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,0
4,Jason_Nightingale_14,482,14,1190,5,Winger,80:00,4,1,0,0,0,0,0,38,16,150,43,56,1,0,0,0,3,1,0,0,3,34,0,0,0,4,20,0.25,87.5%,14,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
5,Gareth_Widdop_14,379,14,1190,6,Five-Eighth,80:00,8,1,2,5,0,40%,0,64,8,91,41,23,1,1,1,0,3,0,0,0,1,10,0,1,2,29,51,3.62,81.2%,13,2,1,0,0,13,366,0,5,1,0,0,1,0,0,0,0,0,0,0,80:00,0
6,Benji_Marshall_14,2183,14,1190,7,Halfback,80:00,0,0,0,0,0,0,0,53,4,32,0,12,0,1,1,0,1,0,0,0,0,0,0,1,3,24,42,6,76.9%,20,3,3,0,0,14,421,1,1,2,0,0,0,0,0,0,0,0,0,0,80:00,0
7,Ben_Creagh_14,1822,14,1190,8,Prop,45:00,0,0,0,0,0,0,0,24,15,154,45,59,0,0,0,0,1,12,0,0,0,0,0,1,0,2,17,0.13,83.3%,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45:00,0
8,Mitch_Rein_14,1821,14,1190,9,Hooker,59:00,4,1,0,0,0,0,0,50,7,71,0,20,0,0,0,0,3,0,0,0,6,64,0,2,2,86,91,12.29,93.8%,30,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59:00,0
9,Mike_Cooper_14,2184,14,1190,10,Prop,40:00,0,0,0,0,0,0,0,27,9,92,21,35,0,0,0,0,0,8,0,0,0,0,0,0,0,4,13,0.44,96.6%,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40:00,0
10,Leeson_Ah Mau_14,1642,14,1190,11,2nd Row,73:00,0,0,0,0,0,0,0,29,9,80,0,42,0,0,0,0,0,9,0,0,0,0,0,0,0,2,13,0.22,93.5%,29,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,73:00,0
11,Joel_Thompson_14,2069,14,1190,12,2nd Row,80:00,0,0,0,0,0,0,0,36,15,153,7,57,0,0,0,0,1,14,0,0,0,0,0,1,0,2,17,0.13,90%,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
12,Jack_De Belin_14,483,14,1190,13,Lock,47:00,0,0,0,0,0,0,0,29,13,112,19,40,0,0,0,0,0,10,0,0,0,0,0,1,1,3,15,0.23,100%,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47:00,0
13,Shane_Pumipi_14,2353,14,1190,15,Interchange,21:00,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,0,85.7%,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:00,0
14,Will_Matthews_14,1962,14,1190,16,Interchange,33:00,0,0,0,0,0,0,0,24,7,62,0,29,0,0,0,0,1,7,0,0,0,0,0,1,0,0,7,0,81%,17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33:00,0
15,Bronson_Harrison_14,1823,14,1190,17,Interchange,31:00,0,0,0,0,0,0,0,16,8,91,9,37,0,0,0,0,0,7,0,0,0,0,0,0,0,3,11,0.38,93.3%,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31:00,0
16,Trent_Merrin_14,1825,14,1190,25,Interchange,50:00,0,0,0,0,0,0,0,42,21,187,4,71,0,0,0,0,4,20,0,0,0,0,0,4,0,1,22,0.05,95.8%,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50:00,0
17,Billy_Slater_7,568,7,1190,1,Fullback,77:00,4,1,0,0,0,0,0,15,15,138,38,42,0,1,0,0,1,0,0,0,1,11,0,1,1,27,45,1.8,33.3%,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77:00,0
18,Sisa_Waqa_7,1946,7,1190,2,Winger,77:00,0,0,0,0,0,0,0,8,11,91,55,21,0,0,0,0,0,0,0,0,0,0,0,1,0,8,20,0.73,72.7%,8,3,0,0,5,1,9,0,0,1,0,0,0,0,1,0,0,0,0,0,77:00,0
19,Kurt_Mann_7,2233,7,1190,3,Centre,77:00,4,1,0,0,0,0,0,30,8,73,0,20,0,0,0,0,4,0,0,0,3,40,0,0,0,6,15,0.75,75%,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77:00,0
20,Will_Chambers_7,187,7,1190,24,Centre,77:00,0,0,0,0,0,0,0,51,13,173,0,69,1,0,1,0,5,0,0,0,0,0,0,1,0,6,18,0.46,88.9%,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77:00,0
21,Mahe_Fonua_7,1804,7,1190,4,Winger,71:00,0,0,0,0,0,0,0,18,20,200,13,68,0,0,0,0,4,4,0,0,0,0,0,2,0,2,23,0.1,50%,2,2,0,0,2,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,71:00,0
22,Ben_Hampton_7,2018,7,1190,6,Five-Eighth,77:00,0,0,0,0,0,0,0,56,8,87,0,23,0,0,0,0,3,1,0,0,1,13,0,0,0,30,48,3.75,94.1%,32,1,1,0,0,10,309,0,3,1,0,1,1,0,1,0,0,0,0,0,77:00,0
