,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Alex_Johnston_Rabbitohs,346,13,185,1,Fullback,80.0,4,1,0,0,0,,0,47,15,177,57,41,1,0,0,0,5,0,9,3.85,1,9,0,1,0,15,27,1,,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,1
Campbell_Graham_Rabbitohs,348,13,185,2,Winger,80.0,4,1,0,0,0,,0,41,13,176,87,45,0,0,0,0,4,0,12,3.59,0,0,0,0,0,5,18,0.38,1.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,2
Greg_Inglis_Rabbitohs,352,13,185,3,Centre,69.0,0,0,0,0,0,,0,37,15,165,5,74,0,1,1,0,3,0,14,3.52,0,0,0,0,0,3,17,0.2,0.692,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.47,,3
Dane_Gagai_Rabbitohs,351,13,185,4,Centre,80.0,0,0,0,0,0,,0,44,14,150,0,42,1,0,1,0,3,0,12,3.17,1,12,0,0,0,9,20,0.64,0.882,15,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0,,3
Robert_Jennings_Rabbitohs,528,13,185,5,Winger,80.0,4,1,0,0,0,,0,34,16,151,32,53,1,0,0,0,1,0,14,3.25,1,6,0,1,0,2,18,0.13,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,2
Cody_Walker_Rabbitohs,349,13,185,6,Five-Eighth,80.0,4,1,0,0,0,,0,62,16,94,0,13,1,3,1,0,4,0,3,4.23,0,0,0,1,1,58,70,3.63,0.882,15,1,1,0,0,3,65,2,1,2,0,0,1,2,2,0,0,0,0,0,80.0,,4
Adam_Reynolds_Rabbitohs,345,13,185,7,Halfback,80.0,21,1,6,7,2,0.889,1,61,13,72,0,6,1,0,0,0,0,0,2,4.36,0,0,0,0,1,49,64,3.77,0.833,10,2,0,0,0,12,315,1,7,1,0,1,0,1,1,0,0,0,0,0,80.0,,5
Thomas_Burgess_Rabbitohs,369,13,185,8,Prop,46.0,4,1,0,0,0,,0,50,11,106,28,36,1,0,0,0,3,9,9,3.03,0,0,0,0,0,0,11,0,0.962,25,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,27.18,18.47,6
Damien_Cook_Rabbitohs,361,13,185,9,Hooker,75.0,0,0,0,0,0,,0,53,7,65,0,14,0,1,1,0,3,0,3,3.67,6,61,0,1,1,118,124,16.86,0.941,32,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.48,,7
George_Burgess_Rabbitohs,363,13,185,10,Prop,49.0,0,0,0,0,0,,0,55,14,159,39,58,0,0,0,0,5,12,11,3.99,0,0,0,0,0,0,14,0,0.967,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.52,25.47,6
John_Sutton_Rabbitohs,364,13,185,11,2nd Row,80.0,4,1,0,0,0,,0,77,16,173,0,51,2,1,2,0,4,14,10,3.14,0,0,0,2,1,19,33,1.19,0.952,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,,8
Angus_Crichton_Rabbitohs,529,13,185,12,2nd Row,80.0,4,1,0,0,0,,0,61,19,169,0,77,1,0,0,0,5,19,16,3.1,0,0,0,0,0,4,23,0.21,1.0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,80.0,,8
Sam_Burgess_Rabbitohs,367,13,185,13,Lock,53.0,0,0,0,0,0,,0,38,18,189,26,68,0,0,0,0,0,12,12,3.39,0,0,0,0,0,13,28,0.72,0.96,24,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,53.19,,9
Hymel_Hunt_Rabbitohs,530,13,185,14,Interchange,11.0,0,0,0,0,0,,0,6,4,34,0,13,0,0,0,0,1,0,3,2.48,0,0,0,0,0,1,4,0.25,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.13,,10
Cameron_Murray_Rabbitohs,360,13,185,15,Interchange,55.0,0,0,0,0,0,,0,54,20,191,14,76,0,0,0,0,3,17,19,3.58,0,0,0,1,0,3,23,0.15,1.0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.36,5.12,10
Jason_Clark_Rabbitohs,588,13,185,16,Interchange,27.0,2,0,1,1,0,1.0,0,16,7,58,0,16,0,0,0,0,0,6,6,2.94,0,0,0,0,0,5,11,0.71,0.9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.55,,10
Dean_Britt_Rabbitohs,362,13,185,17,Interchange,16.0,0,0,0,0,0,,0,11,4,58,39,20,0,0,0,0,1,2,4,2.76,0,0,0,0,0,2,6,0.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.32,,10
Moses_Mbye_Tigers,466,16,185,1,Fullback,80.0,0,0,0,0,0,,0,13,10,28,3,5,0,0,0,0,0,0,4,2.97,0,0,0,0,0,5,13,0.5,0.8,8,2,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,1
David_Nofoaluma_Tigers,459,16,185,2,Winger,80.0,4,1,0,0,0,,0,32,12,63,0,18,0,0,0,0,2,1,9,3.65,2,10,0,2,0,7,20,0.58,0.833,10,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0,,2
Esan_Marsters_Tigers,461,16,185,3,Centre,80.0,2,0,1,2,0,0.5,0,15,10,83,0,33,0,0,0,0,0,0,11,3.37,0,0,0,0,0,1,13,0.1,0.767,23,6,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,80.0,,3
Mahe_Fonua_Tigers,465,16,185,4,Centre,80.0,0,0,0,0,0,,0,17,13,72,0,18,0,0,0,0,3,0,11,3.41,0,0,0,0,0,5,14,0.38,0.714,15,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,3
Kevin_Naiqama_Tigers,522,16,185,5,Winger,80.0,0,0,0,0,0,,0,16,14,101,11,27,0,0,0,0,2,0,13,3.56,0,0,0,0,0,1,18,0.07,0.5,3,3,0,0,4,1,32,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,,2
Benji_Marshall_Tigers,457,16,185,6,Five-Eighth,80.0,0,0,0,0,0,,0,40,8,49,0,10,0,0,2,0,3,0,3,3.63,1,8,0,0,1,18,28,2.25,0.789,15,2,2,0,0,6,172,0,1,1,0,0,0,1,1,0,0,0,0,0,80.0,,4
Luke_Brooks_Tigers,464,16,185,7,Halfback,80.0,0,0,0,0,0,,0,31,2,15,0,4,0,0,0,0,0,0,2,3.74,0,0,1,0,0,26,36,13,0.8,24,5,1,0,0,8,332,0,1,0,0,0,0,0,0,0,0,0,0,0,80.0,,5
Josh_Aloiai_Tigers,569,16,185,17,Prop,50.0,0,0,0,0,0,,0,34,7,71,0,41,0,0,0,0,1,7,7,3.83,0,0,0,0,0,2,9,0.29,0.889,32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.34,17.42,6
