,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Dallin_Watene-zelezniak_Panthers,316,12,81,1,Fullback,80.0,0,0,0,0,0,,0,41,21,268,114,73,1,0,0,0,2,1,17,2.95,2,24,0,1,5,8,29,0.38,0.667,2,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,1
Christian_Crichton_Panthers,573,12,81,2,Winger,80.0,0,0,0,0,0,,0,17,14,115,8,40,0,0,0,0,2,0,13,2.51,0,0,0,0,1,5,20,0.36,0.5,2,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,2
Tyrone_Peachey_Panthers,543,12,81,3,Centre,80.0,4,1,0,0,0,,0,40,17,113,2,49,0,0,0,0,4,0,12,2.75,4,27,0,2,4,10,25,0.59,0.615,8,3,2,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0,,3
Dean_Whare_Panthers,318,12,81,4,Centre,80.0,0,0,0,0,0,,0,28,9,96,0,32,1,0,0,0,2,0,8,3.46,1,7,0,0,3,8,15,0.89,0.867,13,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,3
Tyrone_Phillips_Panthers,612,12,81,5,Winger,80.0,4,1,0,0,0,,0,39,18,136,18,37,1,0,0,0,4,1,10,2.7,2,13,0,0,1,5,22,0.28,0.833,5,1,0,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,80.0,,2
James_Maloney_Panthers,320,12,81,6,Five-Eighth,80.0,8,0,1,2,3,0.8,0,47,7,49,0,4,0,1,1,0,1,0,1,2.52,0,0,0,1,4,40,53,5.71,0.833,10,2,0,0,0,11,308,2,2,2,0,1,0,1,1,0,1,0,0,0,80.0,,4
Nathan_Cleary_Panthers,324,12,81,7,Halfback,80.0,0,0,0,0,0,,0,37,12,66,0,18,0,0,1,0,2,0,7,2.65,0,0,0,1,8,34,54,2.83,0.87,20,1,2,0,2,7,171,0,3,1,0,1,0,3,3,0,2,0,0,0,80.0,,5
Trent_Merrin_Panthers,546,12,81,8,Prop,46.0,0,0,0,0,0,,0,32,9,94,36,35,0,0,0,0,2,6,7,3.19,0,0,0,1,0,2,11,0.22,0.889,32,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,49.43,6.34,6
Sione_Katoa_Panthers,338,12,81,9,Hooker,58.0,0,0,0,0,0,,0,25,10,65,0,15,0,1,0,0,0,3,6,2.0,4,41,0,1,3,74,80,7.4,0.893,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,57.55,,7
Reagan_Campbell-gillard_Panthers,335,12,81,10,Prop,44.0,0,0,0,0,0,,0,21,9,107,27,43,0,0,0,0,1,7,9,3.02,0,0,0,0,0,1,10,0.11,0.8,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.18,15.26,6
Corey_Harawira-naera_Panthers,547,12,81,11,2nd Row,72.0,0,0,0,0,0,,0,38,15,90,0,28,0,0,0,0,3,14,10,2.74,1,10,0,4,1,3,19,0.2,0.88,22,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,71.52,,8
Isaah_Yeo_Panthers,545,12,81,12,2nd Row,58.0,0,0,0,0,0,,0,37,8,69,0,35,0,0,0,0,1,8,8,3.11,0,0,0,0,2,2,11,0.25,0.944,34,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,49.54,8.07,8
James_Fisher-harris_Panthers,329,12,81,13,Lock,57.0,0,0,0,0,0,,0,41,16,136,0,53,0,0,0,0,1,15,13,2.86,0,0,0,2,1,6,21,0.38,0.879,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.22,30.06,9
Wayde_Egan_Panthers,580,12,81,14,Interchange,22.0,0,0,0,0,0,,0,10,1,1,0,0,0,0,0,0,0,0,1,3.88,1,1,0,0,0,38,39,38,0.8,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.04,,10
Jack_Hetherington_Panthers,606,12,81,15,Interchange,30.0,0,0,0,0,0,,0,21,8,74,0,40,0,0,0,0,0,8,6,2.79,0,0,0,1,0,0,8,0,0.875,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.16,,10
Viliame_Kikau_Panthers,342,12,81,16,Interchange,52.0,0,0,0,0,0,,0,42,17,165,0,74,0,0,0,0,6,16,13,3.68,0,0,0,1,0,2,18,0.12,0.75,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.45,,10
James_Tamou_Panthers,330,12,81,17,Interchange,32.0,0,0,0,0,0,,0,49,10,119,18,41,1,0,0,0,4,9,9,3.03,0,0,0,1,1,0,11,0,1.0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,31.35,,10
Corey_Thompson_Tigers,458,16,81,1,Fullback,80.0,0,0,0,0,0,,0,23,12,101,55,23,0,0,0,0,1,0,10,3.3,2,16,0,1,2,5,18,0.42,1.0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80.0,,1
David_Nofoaluma_Tigers,459,16,81,2,Winger,80.0,0,0,0,0,0,,0,38,20,140,14,55,0,0,0,0,6,3,15,2.54,2,30,0,1,3,7,25,0.35,0.462,6,5,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80.0,,2
Esan_Marsters_Tigers,461,16,81,3,Centre,80.0,2,0,0,0,1,1.0,0,44,11,119,0,58,0,0,0,0,4,0,6,3.03,1,9,1,2,3,2,13,0.18,0.867,26,2,2,0,0,2,20,0,0,2,0,0,0,3,1,0,1,0,0,0,80.0,,3
Michael_Chee-kam_Tigers,449,16,81,16,Centre,80.0,0,0,0,0,0,,0,42,19,171,0,60,1,0,0,0,3,2,15,2.87,1,11,0,3,1,0,19,0,0.8,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,80.0,,3
Malakai_Watene-zelezniak_Tigers,523,16,81,5,Winger,80.0,0,0,0,0,0,,0,23,17,141,7,43,0,0,0,0,1,3,16,2.78,2,21,0,0,0,6,24,0.35,1.0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,2
