,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Darius_Boyd_Broncos,22,1,65,1,Fullback,80.0,0,0,0,0,0,,0,20,11,91,23,30,0,1,1,0,0,0,9,3.56,2,21,0,0,5,28,43,2.55,1.0,6,0,0,0,2,1,18,0,0,1,0,0,1,2,1,0,0,0,0,0,80.0,,1
Corey_Oates_Broncos,20,1,65,2,Winger,80.0,4,1,0,0,0,,0,36,14,171,8,67,1,0,0,0,2,2,12,2.88,0,0,0,0,0,2,17,0.14,1.0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,2
James_Roberts_Broncos,27,1,65,3,Centre,80.0,0,0,0,0,0,,0,29,12,120,0,36,0,1,1,0,1,2,8,3.21,1,8,0,1,1,6,17,0.5,0.857,6,1,0,0,0,1,37,0,1,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Tom_Opacic_Broncos,566,1,65,4,Centre,80.0,0,0,0,0,0,,0,35,9,93,2,48,0,0,0,0,1,0,8,3.23,1,8,0,0,0,6,15,0.67,0.929,26,1,1,0,1,1,17,0,0,1,0,0,0,0,0,0,1,0,0,0,80.0,,3
Jamayne_Isaako_Broncos,26,1,65,5,Winger,80.0,10,0,3,3,2,1.0,0,32,14,109,39,33,0,0,0,0,1,2,13,3.28,0,0,0,1,0,3,19,0.21,0.857,6,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,2
Anthony_Milford_Broncos,19,1,65,6,Five-Eighth,80.0,0,0,0,0,0,,0,55,14,86,0,25,0,1,1,0,3,0,6,3.72,0,0,0,2,15,39,61,2.79,0.857,12,2,0,0,0,13,380,1,3,3,0,1,3,1,1,0,0,0,0,0,80.0,,4
Jack_Bird_Broncos,25,1,65,7,Halfback,68.0,0,0,0,0,0,,0,18,3,27,0,15,0,0,0,0,1,1,3,4.37,1,9,0,0,0,6,11,2,0.85,17,2,1,0,0,2,19,0,1,1,0,0,0,0,0,0,0,0,0,0,68.24,,5
Matthew_Lodge_Broncos,11,1,65,8,Prop,46.0,0,0,0,0,0,,0,37,16,180,61,55,0,0,0,0,1,10,13,2.98,0,0,0,1,2,5,19,0.31,0.87,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.46,23.42,6
Andrew_Mccullough_Broncos,3,1,65,9,Hooker,80.0,0,0,0,0,0,,0,55,7,67,0,24,0,0,0,0,1,0,6,3.56,7,67,0,0,13,100,109,14.29,0.977,42,0,1,0,0,2,57,1,0,1,0,0,0,0,0,0,0,0,0,0,80.0,,7
Sam_Thaiday_Broncos,499,1,65,10,Prop,40.0,0,0,0,0,0,,0,33,8,60,0,21,0,0,0,0,1,8,7,2.71,0,0,0,1,2,5,13,0.63,0.923,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,17.46,6
Alex_Glenn_Broncos,2,1,65,11,2nd Row,66.0,4,1,0,0,0,,0,49,11,92,0,30,1,0,0,0,1,10,10,3.09,1,0,0,0,2,2,13,0.18,0.931,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.02,,8
Jaydn_Su'a_Broncos,1624,1,65,12,2nd Row,61.0,0,0,0,0,0,,0,42,16,136,0,50,0,0,0,0,1,15,11,3.7,0,0,0,2,1,2,17,0.13,0.96,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.23,13.58,8
Tevita_Pangai Junior_Broncos,500,1,65,13,Lock,61.0,0,0,0,0,0,,0,57,16,150,0,66,0,0,0,0,4,15,10,3.72,0,0,0,3,1,2,17,0.13,0.933,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48.57,11.36,9
Payne_Haas_Broncos,14,1,65,14,Interchange,7.0,0,0,0,0,0,,0,5,2,21,10,7,0,0,0,0,1,1,1,2.08,0,0,0,0,0,0,2,0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,31.03,,10
Joe_Ofahengaue_Broncos,9,1,65,15,Interchange,58.0,4,1,0,0,0,,0,54,15,128,13,47,1,0,0,0,2,14,14,3.47,0,0,0,0,1,2,17,0.13,0.933,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58.17,,10
Kodi_Nikorima_Broncos,498,1,65,16,Interchange,33.0,0,0,0,0,0,,0,9,2,23,0,8,0,0,0,0,1,0,2,5.56,0,0,0,0,2,20,24,10,0.75,3,0,1,0,0,2,24,0,2,0,0,0,0,0,0,0,0,0,0,0,32.36,,10
Korbin_Sims_Broncos,502,1,65,17,Interchange,40.0,0,0,0,0,0,,0,31,9,85,19,26,0,0,0,0,1,8,7,3.25,0,0,0,1,3,6,15,0.67,0.947,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.27,,10
