,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Will_Hopoate_Bulldogs,84,3,153,1,Fullback,80.0,4,1,0,0,0,,0,31,19,161,45,30,0,0,0,0,2,0,13,3.33,1,17,0,1,3,21,37,1.11,0.25,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80.0,,1
Brett_Morris_Bulldogs,491,3,153,2,Winger,80.0,4,1,0,0,0,,0,33,11,108,15,38,1,0,0,0,1,0,10,3.16,2,20,0,0,0,4,15,0.36,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,2
Josh_Morris_Bulldogs,492,3,153,3,Centre,80.0,4,1,0,0,0,,0,36,7,84,0,43,0,1,1,0,3,0,7,2.81,0,0,0,0,1,5,11,0.71,0.75,9,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80.0,,3
Kerrod_Holland_Bulldogs,79,3,153,4,Centre,80.0,0,0,0,0,0,,0,34,10,82,0,32,1,0,1,0,1,0,7,3.05,0,0,0,2,0,4,14,0.4,0.833,15,2,1,0,0,2,30,0,0,1,0,0,0,1,0,0,0,0,0,0,80.0,,3
Reimis_Smith_Bulldogs,83,3,153,5,Winger,80.0,0,0,0,0,0,,0,20,11,113,4,33,0,0,0,0,2,1,10,2.93,0,0,0,1,0,8,19,0.73,0.75,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,,2
Lachlan_Lewis_Bulldogs,81,3,153,6,Five-Eighth,80.0,0,0,0,0,0,,0,31,9,61,0,17,0,0,0,0,0,0,5,2.88,2,14,0,0,1,25,42,2.78,0.792,19,4,1,0,0,12,282,1,3,2,0,3,0,1,0,0,0,0,0,0,80.0,,4
Matt_Frawley_Bulldogs,493,3,153,20,Halfback,80.0,4,1,0,0,0,,0,49,10,70,0,27,1,0,0,0,4,1,8,3.08,1,8,0,0,2,22,38,2.2,0.941,16,1,0,0,0,6,174,0,0,0,0,0,0,0,0,0,2,0,0,0,80.0,,5
Aiden_Tolman_Bulldogs,62,3,153,8,Prop,70.0,0,0,0,0,0,,0,47,22,162,0,64,0,0,0,0,0,22,21,3.0,0,0,0,0,2,2,24,0.09,0.949,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,53.33,16.23,6
Michael_Lichaa_Bulldogs,68,3,153,9,Hooker,67.0,0,0,0,0,0,,0,46,5,50,0,24,0,0,1,0,0,2,4,2.73,3,37,0,1,16,96,100,19.2,0.905,38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.33,,7
Danny_Fualalo_Bulldogs,64,3,153,10,Prop,50.0,0,0,0,0,0,,0,29,16,140,45,40,0,0,0,0,0,11,13,3.1,0,0,0,0,3,6,21,0.38,0.913,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,28.03,21.52,6
