,index,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two
0,Michael_Gordon_4,1828,4,1456,1,Fullback,80:00,6,0,2,3,1,75%,0,1,13,144,33,61,0,0,0,0,6,0,0,0,4,49,0,1,0,5,23,0.38,100%,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
1,Sosaia_Feki_4,97,4,1456,2,Winger,80:00,0,0,0,0,0,0,0,1,9,99,33,36,0,0,0,0,0,1,0,0,1,9,0,0,0,2,10,0.22,80%,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
2,Ben_Pomeroy_4,1925,4,1456,3,Centre,80:00,0,0,0,0,0,0,0,0,8,77,0,38,0,0,0,0,3,0,0,0,0,0,0,1,0,0,8,0,94.7%,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,80:00,0
3,Jonathan_Wright_4,1829,4,1456,4,Centre,80:00,0,0,0,0,0,0,0,2,9,100,0,41,0,0,0,0,1,1,0,0,1,14,0,0,0,1,11,0.11,84.6%,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
4,Beau_Ryan_4,1831,4,1456,5,Winger,80:00,0,0,0,0,0,0,0,0,9,75,25,31,0,0,0,0,3,0,0,0,5,50,0,2,0,1,14,0.11,66.7%,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
5,Wade_Graham_4,476,4,1456,12,Five-Eighth,80:00,0,0,0,0,0,0,0,0,4,33,0,21,0,0,0,0,1,4,0,0,0,0,0,0,2,14,23,3.5,88%,22,1,2,0,0,5,179,1,1,1,0,0,0,0,0,0,0,0,0,0,80:00,0
6,Jeff_Robson_4,1833,4,1456,7,Halfback,80:00,4,1,0,0,0,0,0,0,2,20,0,3,1,0,1,0,3,0,0,0,0,0,0,0,4,38,54,19,78.3%,18,4,1,0,0,14,361,0,3,3,0,1,2,0,0,0,0,0,0,0,80:00,0
7,Andrew_Fifita_4,103,4,1456,8,Prop,56:00,0,0,0,0,0,0,0,1,19,172,29,48,0,0,0,0,1,17,0,0,0,0,0,1,0,1,19,0.05,90.7%,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56:00,0
8,John_Morris_4,1838,4,1456,9,Hooker,37:00,0,0,0,0,0,0,0,0,3,26,0,8,0,0,0,0,0,0,0,0,3,26,0,0,3,35,35,11.67,93.3%,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37:00,0
9,Sam_Tagataese_4,1906,4,1456,10,Prop,38:00,0,0,0,0,0,0,0,0,7,50,0,18,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,96.3%,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,38:00,0
10,Luke_Lewis_4,582,4,1456,11,2nd Row,53:00,0,0,0,0,0,0,0,0,11,102,0,46,0,0,0,0,0,11,0,0,0,0,0,1,1,2,14,0.18,93.1%,27,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,53:00,0
