,index,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two
0,Jack_Wighton_2,40,2,762,1,Fullback,80:00,0,0,0,0,0,0,0,32,16,140,50,41,0,1,1,0,5,0,13,3.65s,2,19,0,0,3,9,27,0.56,66.7%,6,1,2,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,80:00,0
1,Edrick_Lee_2,1895,2,762,2,Winger,66:00,4,1,0,0,0,0,0,41,13,178,10,47,1,0,0,0,4,0,11,3.13s,1,9,0,0,0,5,16,0.38,100%,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66:13,0
2,Jarrod_Croker_2,41,2,762,3,Centre,80:00,8,0,4,6,0,66.67%,0,46,7,209,20,39,0,0,0,0,4,1,6,4.43s,1,9,0,0,0,5,13,0.71,87.5%,14,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,80:00,0
3,Joseph_Leilua_2,43,2,762,4,Centre,80:00,4,1,0,0,0,0,0,71,11,134,0,38,1,1,1,0,6,0,5,2.72s,3,49,0,5,1,4,13,0.36,86.7%,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
4,Jordan_Rapana_2,42,2,762,5,Winger,80:00,4,1,0,0,0,0,0,46,15,134,36,39,1,0,0,0,4,0,9,3.51s,4,48,0,1,1,1,20,0.07,100%,4,0,0,0,3,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,80:00,0
5,Blake_Austin_2,560,2,762,6,Five-Eighth,80:00,0,0,0,0,0,0,0,41,3,44,0,23,1,1,1,0,3,0,1,3.88s,0,0,0,1,2,13,17,4.33,84%,21,2,2,0,0,1,18,0,0,0,0,1,0,1,0,0,0,0,0,0,80:00,0
6,Aidan_Sezer_2,33,2,762,7,Halfback,80:00,0,0,0,0,0,0,0,32,5,37,0,11,0,0,0,0,0,0,0,0,0,0,0,2,2,26,43,5.2,86.7%,13,2,0,0,0,14,378,1,3,2,0,1,0,1,1,0,0,0,0,0,80:00,0
7,Shannon_Boyd_2,2078,2,762,8,Prop,31:00,0,0,0,0,0,0,0,34,9,76,30,29,0,0,0,0,2,7,8,3.1s,0,0,0,0,0,0,9,0,92%,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:23,12:04
8,Josh_Hodgson_2,55,2,762,9,Hooker,80:00,0,0,0,0,0,0,0,49,10,79,0,21,0,1,1,0,0,4,5,3.08s,4,30,0,0,1,77,80,7.7,90.2%,37,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,0
9,Paul_Vaughan_2,1965,2,762,10,Prop,32:00,0,0,0,0,0,0,0,26,8,75,0,25,0,0,0,0,0,8,8,2.96s,0,0,0,0,0,0,8,0,91.3%,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:21,05:55
10,Iosia_Soliola_2,50,2,762,11,2nd Row,80:00,4,1,0,0,0,0,0,54,11,93,0,21,1,0,0,0,2,11,10,3.16s,0,0,0,0,0,3,14,0.27,86.1%,31,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,0
11,Elliott_Whitehead_2,563,2,762,12,2nd Row,78:00,0,0,0,0,0,0,0,37,5,42,0,10,0,0,0,0,0,5,6,3.59s,0,0,0,0,0,1,6,0.2,86.7%,39,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77:49,0
12,Shaun_Fensom_2,1797,2,762,13,Lock,39:00,0,0,0,0,0,0,0,37,11,110,0,33,0,0,0,0,0,11,10,3.12s,0,0,0,0,0,1,12,0.09,96.6%,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:51,08:22
13,Kurt_Baptiste_2,2146,2,762,14,Interchange,26:00,0,0,0,0,0,0,0,11,2,29,0,11,0,0,0,0,0,1,2,3.22s,1,14,0,0,2,24,26,12,81.8%,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25:54,0
14,Jeff_Lima_2,2080,2,762,15,Interchange,23:00,0,0,0,0,0,0,0,19,9,86,15,25,0,0,0,0,0,8,7,3.49s,0,0,0,0,0,1,10,0.11,76.5%,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23:15,0
15,Luke_Bateman_2,58,2,762,16,Interchange,48:00,0,0,0,0,0,0,0,37,11,128,16,55,0,0,0,0,1,10,11,3.51s,0,0,0,0,3,1,12,0.09,91.7%,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45:17,02:11
16,Joseph_Tapine_2,54,2,762,17,Interchange,57:00,8,2,0,0,0,0,0,75,10,113,47,29,2,0,0,0,5,7,8,2.9s,0,0,0,0,0,2,12,0.2,93.5%,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42:38,13:47
17,Sam_Perrett_3,1756,3,762,1,Fullback,80:00,0,0,0,0,0,0,0,17,19,145,43,31,1,1,0,0,1,0,16,3.51s,2,15,0,0,3,18,35,0.95,37.5%,3,4,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,80:00,0
18,Curtis_Rona_3,2142,3,762,2,Winger,80:00,0,0,0,0,0,0,0,16,9,80,0,34,0,0,1,0,1,1,10,3.4s,1,6,0,1,0,5,15,0.56,62.5%,10,3,3,0,0,1,10,0,0,1,0,0,0,2,2,0,1,0,0,0,80:00,0
19,Reimis_Smith_3,83,3,762,23,Centre,80:00,8,2,0,0,0,0,0,41,9,90,27,36,2,0,0,0,2,1,4,3.34s,0,0,0,0,0,2,12,0.22,50%,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
20,Kerrod_Holland_3,79,3,762,4,Centre,80:00,4,0,2,4,0,50%,0,35,12,126,0,51,0,0,0,0,3,0,11,3.97s,0,0,0,1,1,5,15,0.42,78.3%,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,0
21,Tyrone_Phillips_3,2406,3,762,5,Winger,80:00,0,0,0,0,0,0,0,10,6,56,18,20,0,0,0,0,0,0,6,3.63s,2,15,0,0,0,12,19,2,88.9%,8,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,80:00,0
22,Josh_Reynolds_3,1757,3,762,6,Five-Eighth,80:00,0,0,0,0,0,0,0,40,6,46,0,11,0,0,0,0,1,0,2,5.02s,0,0,0,1,3,21,37,3.5,81.8%,18,3,1,0,0,13,383,1,3,1,0,3,0,0,0,0,0,0,0,0,80:00,0
23,Moses_Mbye_3,490,3,762,7,Halfback,80:00,4,1,0,0,0,0,0,43,3,26,0,0,1,2,2,0,1,0,0,0,0,0,0,0,1,30,36,10,70%,14,5,1,0,0,5,170,0,0,2,0,0,0,0,0,0,0,0,0,0,80:00,0
24,Aiden_Tolman_3,62,3,762,8,Prop,80:00,4,1,0,0,0,0,0,70,26,200,9,78,0,0,0,0,0,25,25,2.9s,0,0,0,2,2,11,39,0.42,93.3%,42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,0
25,Michael_Lichaa_3,68,3,762,9,Hooker,71:00,0,0,0,0,0,0,0,29,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,93,96,46.5,96.9%,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70:54,0
