,index,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two
0,Josh_Dugan_14,1990,14,836,1,Fullback,80:00,0,0,0,0,0,0,0,58,22,188,63,44,1,0,0,0,7,0,16,3.9s,0,0,0,3,0,11,33,0.5,80%,4,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80:00,0
1,Kurt_Mann_14,484,14,836,2,Winger,80:00,0,0,0,0,0,0,0,22,9,70,9,24,0,0,0,0,3,1,8,3.6s,2,21,0,0,0,3,14,0.33,100%,3,0,0,0,2,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,80:00,0
2,Euan_Aitken_14,378,14,836,3,Centre,80:00,4,1,0,0,0,0,0,58,13,113,0,31,0,0,0,0,8,0,10,3.05s,0,0,0,0,0,1,13,0.08,89.5%,17,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80:00,0
3,Taane_Milne_14,2361,14,836,4,Centre,80:00,0,0,0,0,0,0,0,31,16,140,0,41,0,2,0,0,0,0,11,3.7s,0,0,0,4,0,2,16,0.12,66.7%,10,3,2,0,0,2,36,0,0,1,0,0,0,0,0,0,0,0,0,0,80:00,0
4,Jason_Nightingale_14,482,14,836,5,Winger,80:00,0,0,0,0,0,0,0,49,18,148,37,46,1,0,1,0,5,0,16,3.23s,2,23,0,1,0,4,22,0.22,90%,9,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80:00,0
5,Gareth_Widdop_14,379,14,836,6,Five-Eighth,80:00,16,1,5,5,1,100%,0,69,9,79,0,17,1,0,1,0,3,0,4,4.46s,0,0,0,2,2,32,45,3.56,92.3%,12,1,0,0,0,6,202,0,1,2,0,0,0,0,0,0,0,0,0,0,80:00,0
6,Benji_Marshall_14,2183,14,836,7,Halfback,80:00,0,0,0,0,0,0,0,49,8,55,0,7,0,1,2,0,2,0,2,3.6s,1,15,0,1,1,43,56,5.38,92.9%,13,1,0,0,1,10,290,1,1,4,0,0,1,1,1,0,0,0,0,0,80:00,0
7,Russell_Packer_14,2068,14,836,8,Prop,42:00,0,0,0,0,0,0,0,36,11,119,29,37,0,0,0,0,0,9,9,3.61s,0,0,0,2,0,0,11,0,100%,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:01,20:38
8,Jake_Marketo_14,2244,14,836,17,Hooker,14:00,0,0,0,0,0,0,0,7,3,28,0,9,0,0,0,0,0,1,2,3.86s,2,16,0,0,0,20,21,6.67,100%,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14:25,0
9,Mike_Cooper_14,2184,14,836,10,Prop,45:00,0,0,0,0,0,0,0,25,13,106,0,31,0,0,0,0,1,11,10,4.73s,0,0,0,1,0,6,17,0.46,87.5%,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:37,18:04
