,index,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two
0,Brad_Abbey_3,2120,3,489,1,Fullback,80:00,0,0,0,0,0,0,0,16,13,96,33,25,0,0,0,0,1,0,11,3.78s,2,21,0,0,2,15,30,1.15,87.5%,7,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,80:00,0
1,Brett_Morris_3,491,3,489,2,Winger,80:00,8,2,0,0,0,0,0,61,12,111,17,26,2,0,0,0,5,0,11,3.28s,4,29,0,0,5,2,15,0.17,85.7%,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
2,Josh_Morris_3,492,3,489,3,Centre,80:00,0,0,0,0,0,0,0,41,11,125,0,46,0,1,1,0,2,0,8,3.48s,0,0,0,0,1,3,14,0.27,94.4%,17,0,1,0,0,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,80:00,0
3,Brenko_Lee_3,2058,3,489,4,Centre,80:00,0,0,0,0,0,0,0,29,13,100,0,28,0,1,1,0,2,1,7,3.03s,1,13,0,3,1,7,18,0.54,85.7%,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,80:00,0
4,Marcelo_Montoya_3,82,3,489,5,Winger,80:00,4,1,0,0,0,0,0,33,10,101,19,23,1,0,0,0,1,0,9,3.17s,1,13,0,0,0,5,15,0.5,100%,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
5,Josh_Reynolds_3,1757,3,489,6,Five-Eighth,80:00,0,0,0,0,0,0,0,44,8,53,0,8,0,0,0,0,1,0,4,3.71s,0,0,0,0,5,26,43,3.25,95.7%,22,1,0,0,0,12,371,1,1,1,0,1,0,0,0,0,1,0,0,0,80:00,0
6,Moses_Mbye_3,490,3,489,7,Halfback,80:00,12,1,3,4,1,80%,0,49,5,65,0,20,1,0,0,0,3,0,4,3.48s,0,0,0,0,7,29,40,5.8,79.3%,23,5,1,0,0,5,117,0,2,2,0,0,0,1,1,0,1,0,0,0,80:00,0
7,Aiden_Tolman_3,62,3,489,8,Prop,58:00,0,0,0,0,0,0,0,39,17,137,0,40,0,0,0,0,0,17,16,3.2s,0,0,0,0,5,5,22,0.29,100%,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47:12,10:53
8,Michael_Lichaa_3,68,3,489,9,Hooker,80:00,0,0,0,0,0,0,0,55,5,55,0,13,0,0,0,0,2,1,4,3.7s,4,51,0,0,9,88,90,17.6,100%,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
9,James_Graham_3,1970,3,489,10,Prop,58:00,0,0,0,0,0,0,0,55,14,139,10,49,0,0,0,0,2,11,12,3.31s,0,0,0,0,2,7,19,0.5,97.4%,38,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25:08,32:48
10,Josh_Jackson_3,67,3,489,11,2nd Row,80:00,0,0,0,0,0,0,0,52,9,78,6,29,0,0,0,0,1,7,7,3.14s,0,0,0,2,1,6,16,0.67,93.3%,42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,0
11,Greg_Eastwood_3,538,3,489,12,2nd Row,56:00,0,0,0,0,0,0,0,31,10,64,0,23,0,0,0,0,2,10,8,3.77s,0,0,0,3,2,2,13,0.2,84%,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56:20,0
12,David_Klemmer_3,495,3,489,13,Lock,63:00,0,0,0,0,0,0,0,35,20,201,78,63,0,0,0,0,1,14,17,3.98s,0,0,0,0,2,7,26,0.35,100%,20,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,47:12,15:48
13,Sam_Kasiano_3,1969,3,489,14,Interchange,28:00,0,0,0,0,0,0,0,24,9,92,0,35,0,0,0,0,0,8,6,3.26s,0,0,0,1,3,2,10,0.22,100%,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:25,0
14,Danny_Fualalo_3,64,3,489,15,Interchange,22:00,0,0,0,0,0,0,0,18,4,32,0,12,0,0,0,0,0,4,4,3.14s,0,0,0,0,1,0,4,0,93.8%,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:55,0
15,Adam_Elliott_3,61,3,489,16,Interchange,12:00,0,0,0,0,0,0,0,7,1,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,91.7%,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11:39,0
16,Raymond_Faitala-mariner_3,70,3,489,17,Interchange,24:00,0,0,0,0,0,0,0,21,4,36,0,11,0,0,0,0,1,4,2,2.98s,0,0,0,2,0,0,4,0,84.6%,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23:39,0
17,Tuimoala_Lolohea_9,2096,9,489,21,Fullback,80:00,0,0,0,0,0,0,0,17,15,121,80,28,0,0,0,0,1,0,12,3.79s,0,0,0,1,5,7,27,0,66.7%,2,1,0,0,2,3,54,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
18,Ken_Maumalo_9,241,9,489,2,Winger,80:00,0,0,0,0,0,0,0,21,15,109,28,33,0,0,0,0,2,0,15,3.12s,0,0,0,1,2,0,18,0,62.5%,5,2,1,0,5,1,36,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
19,David_Fusitu'a_9,238,9,489,3,Centre,80:00,0,0,0,0,0,0,0,21,9,77,0,36,0,0,0,0,3,0,7,3.49s,0,0,0,1,0,6,13,1,73.3%,11,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,Solomone_Kata_9,533,9,489,4,Centre,80:00,0,0,0,0,0,0,0,14,13,106,0,36,0,0,0,0,0,0,12,3.55s,4,18,0,0,3,3,15,0,100%,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21,Manu_Vatuvei_9,1742,9,489,5,Winger,53:00,0,0,0,0,0,0,0,9,7,61,6,26,0,0,0,0,0,1,8,2.14s,1,6,0,0,0,0,9,0,100%,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,Ata_Hingano_9,2097,9,489,6,Five-Eighth,80:00,0,0,0,0,0,0,0,24,10,48,0,14,0,0,0,0,0,0,7,4.81s,1,8,0,1,8,20,33,2,78.8%,26,5,2,0,0,4,90,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
23,Shaun_Johnson_9,534,9,489,7,Halfback,80:00,8,1,2,2,0,100%,0,64,14,96,0,13,1,0,0,0,5,0,5,4.25s,2,27,0,0,16,41,62,3,70%,14,2,4,0,0,15,325,0,5,3,0,2,0,1,0,0,0,0,0,0,0,0
24,Albert_Vete_9,601,9,489,8,Prop,37:00,0,0,0,0,0,0,0,25,12,109,14,33,0,0,0,0,0,11,10,3.56s,0,0,0,2,3,4,16,0,92.9%,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Issac_Luke_9,225,9,489,9,Hooker,80:00,0,0,0,0,0,0,0,18,2,27,0,10,0,0,0,0,1,0,2,2.5s,2,27,0,0,8,116,119,58,89.3%,25,3,0,0,0,1,54,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0
26,Jacob_Lillyman_9,1749,9,489,10,Prop,56:00,0,0,0,0,0,0,0,28,20,176,10,52,0,0,0,0,0,19,19,3.69s,0,0,0,0,2,5,25,0,86.4%,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
27,Bodene_Thompson_9,2099,9,489,11,2nd Row,67:00,4,1,0,0,0,0,0,40,7,70,0,27,0,1,1,0,0,7,6,3.74s,0,0,0,1,1,2,9,0,83.3%,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Ryan_Hoffman_9,2098,9,489,12,2nd Row,77:00,0,0,0,0,0,0,0,44,10,83,0,37,0,0,0,0,0,10,9,3.87s,0,0,0,1,0,1,11,0,100%,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Simon_Mannering_9,590,9,489,13,Lock,80:00,0,0,0,0,0,0,0,59,14,121,0,44,0,0,0,0,0,13,13,3.55s,0,0,0,0,9,9,22,1,98%,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,Erin_Clark_9,2106,9,489,14,Interchange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Sam_Lisone_9,537,9,489,15,Interchange,41:00,0,0,0,0,0,0,0,34,8,67,0,22,0,0,0,0,2,7,7,2.61s,0,0,0,0,1,6,13,1,89.7%,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Charlie_Gubb_9,2027,9,489,16,Interchange,26:00,0,0,0,0,0,0,0,24,7,66,14,20,0,0,0,0,0,6,7,2.87s,0,0,0,0,1,0,7,0,100%,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Bunty_Afoa_9,222,9,489,17,Interchange,43:00,0,0,0,0,0,0,0,28,7,54,0,23,0,0,0,0,0,7,8,4.97s,0,0,0,0,0,3,11,0,92.6%,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
